Added 0 trivial states as holes

=== SWISS CHEESE CUBE SCAN ===
Cube center: (18, 7, 9)
  ✓ Samples: 6,005,804 | Chi-Sq Stat: 3635.1364 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00461 | Dmix: 0.009654 | Digital Mix Speed: 3152.824 | Time: 6.55s

[18/343] Analyzing (a=15, b=6, c=9)...
  ✓ Samples: 18,630,008 | Chi-Sq Stat: 299.4855 | Chi-Sq p-value: 0.0 | MAD: 0.00036 | KS D-Max: 0.00073 | Dmix: 0.001633 | Digital Mix Speed: 20195.036 | Time: 32.45s

[19/343] Analyzing (a=15, b=6, c=10)...
  ✓ Samples: 6,005,801 | Chi-Sq Stat: 3632.5732 | Chi-Sq p-value: 0.0 | MAD: 0.00214 | KS D-Max: 0.00460 | Dmix: 0.009645 | Digital Mix Speed: 3167.557 | Time: 6.40s

[20/343] Analyzing (a=15, b=6, c=11)...
  ✓ Samples: 6,005,796 | Chi-Sq Stat: 3649.1319 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00460 | Dmix: 0.009663 | Digital Mix Speed: 3152.824 | Time: 6.70s

[21/343] Analyzing (a=15, b=6, c=12)...
  ✓ Samples: 12,028,941 | Chi-Sq Stat: 239.8117 | Chi-Sq p-value: 0.0 | MAD: 0.00045 | KS D-Max: 0.00152 | Dmix: 0.002035 | Digital Mix Speed: 15733.839 | Time: 17.02s

[22/343] Analyzing (a=15, b=7, c=6)...
  ✓ Samples: 5,583,403 | Chi-Sq Stat: 1796.1539 | Chi-Sq p-value: 0.0 | MAD: 0.00174 | KS D-Max: 0.00674 | Dmix: 0.007810 | Digital Mix Speed: 3877.528 | Time: 5.87s

[23/343] Analyzing (a=15, b=7, c=7)...
  ✓ Samples: 6,050,536 | Chi-Sq Stat: 1263.1393 | Chi-Sq p-value: 0.0 | MAD: 0.00142 | KS D-Max: 0.00544 | Dmix: 0.006399 | Digital Mix Speed: 4775.911 | Time: 6.71s

[24/343] Analyzing (a=15, b=7, c=8)...
  ✓ Samples: 6,048,298 | Chi-Sq Stat: 1264.2230 | Chi-Sq p-value: 0.0 | MAD: 0.00140 | KS D-Max: 0.00541 | Dmix: 0.006301 | Digital Mix Speed: 4844.024 | Time: 6.64s

[25/343] Analyzing (a=15, b=7, c=9)...
  ✓ Samples: 5,583,429 | Chi-Sq Stat: 1787.5005 | Chi-Sq p-value: 0.0 | MAD: 0.00173 | KS D-Max: 0.00673 | Dmix: 0.007777 | Digital Mix Speed: 3899.943 | Time: 5.93s

[26/343] Analyzing (a=15, b=7, c=10)...
  ✓ Samples: 5,567,623 | Chi-Sq Stat: 1859.5727 | Chi-Sq p-value: 0.0 | MAD: 0.00175 | KS D-Max: 0.00679 | Dmix: 0.007883 | Digital Mix Speed: 3854.668 | Time: 6.03s

[27/343] Analyzing (a=15, b=7, c=11)...
  ✓ Samples: 6,050,891 | Chi-Sq Stat: 1262.5005 | Chi-Sq p-value: 0.0 | MAD: 0.00141 | KS D-Max: 0.00545 | Dmix: 0.006328 | Digital Mix Speed: 4809.801 | Time: 6.48s

[28/343] Analyzing (a=15, b=7, c=12)...
  ✓ Samples: 5,583,386 | Chi-Sq Stat: 1785.0378 | Chi-Sq p-value: 0.0 | MAD: 0.00173 | KS D-Max: 0.00672 | Dmix: 0.007785 | Digital Mix Speed: 3899.941 | Time: 5.91s

[29/343] Analyzing (a=15, b=8, c=6)...
  ✓ Samples: 5,235,619 | Chi-Sq Stat: 794.2154 | Chi-Sq p-value: 0.0 | MAD: 0.00116 | KS D-Max: 0.00388 | Dmix: 0.005205 | Digital Mix Speed: 5792.214 | Time: 5.59s

[30/343] Analyzing (a=15, b=8, c=7)...
  ✓ Samples: 5,235,375 | Chi-Sq Stat: 791.6762 | Chi-Sq p-value: 0.0 | MAD: 0.00115 | KS D-Max: 0.00386 | Dmix: 0.005193 | Digital Mix Speed: 5842.563 | Time: 5.54s

[31/343] Analyzing (a=15, b=8, c=8)...
  ✓ Samples: 5,235,561 | Chi-Sq Stat: 772.2182 | Chi-Sq p-value: 0.0 | MAD: 0.00115 | KS D-Max: 0.00385 | Dmix: 0.005184 | Digital Mix Speed: 5842.577 | Time: 5.61s

[32/343] Analyzing (a=15, b=8, c=9)...
  ✓ Samples: 5,235,172 | Chi-Sq Stat: 793.6375 | Chi-Sq p-value: 0.0 | MAD: 0.00116 | KS D-Max: 0.00388 | Dmix: 0.005210 | Digital Mix Speed: 5792.182 | Time: 5.48s

[33/343] Analyzing (a=15, b=8, c=10)...
  ✓ Samples: 5,207,823 | Chi-Sq Stat: 630.1030 | Chi-Sq p-value: 0.0 | MAD: 0.00104 | KS D-Max: 0.00302 | Dmix: 0.004694 | Digital Mix Speed: 6458.323 | Time: 5.59s

[34/343] Analyzing (a=15, b=8, c=11)...
  ✓ Samples: 5,235,647 | Chi-Sq Stat: 785.1736 | Chi-Sq p-value: 0.0 | MAD: 0.00115 | KS D-Max: 0.00386 | Dmix: 0.005190 | Digital Mix Speed: 5842.583 | Time: 5.53s

[35/343] Analyzing (a=15, b=8, c=12)...
  ✓ Samples: 5,235,561 | Chi-Sq Stat: 774.3935 | Chi-Sq p-value: 0.0 | MAD: 0.00115 | KS D-Max: 0.00383 | Dmix: 0.005160 | Digital Mix Speed: 5842.577 | Time: 5.61s

[36/343] Analyzing (a=15, b=9, c=6)...
  ✓ Samples: 5,002,264 | Chi-Sq Stat: 6526.2549 | Chi-Sq p-value: 0.0 | MAD: 0.00357 | KS D-Max: 0.01486 | Dmix: 0.016063 | Digital Mix Speed: 1876.517 | Time: 5.32s

[37/343] Analyzing (a=15, b=9, c=7)...
  ✓ Samples: 4,932,560 | Chi-Sq Stat: 12644.0890 | Chi-Sq p-value: 0.0 | MAD: 0.00501 | KS D-Max: 0.02103 | Dmix: 0.022536 | Digital Mix Speed: 1335.943 | Time: 5.29s

[38/343] Analyzing (a=15, b=9, c=8)...
  ✓ Samples: 4,932,560 | Chi-Sq Stat: 12640.6339 | Chi-Sq p-value: 0.0 | MAD: 0.00501 | KS D-Max: 0.02102 | Dmix: 0.022533 | Digital Mix Speed: 1335.943 | Time: 5.21s

[39/343] Analyzing (a=15, b=9, c=9)...
  ✓ Samples: 5,000,024 | Chi-Sq Stat: 6227.3967 | Chi-Sq p-value: 0.0 | MAD: 0.00350 | KS D-Max: 0.01458 | Dmix: 0.015737 | Digital Mix Speed: 1913.992 | Time: 5.27s

[40/343] Analyzing (a=15, b=9, c=10)...
  ✓ Samples: 4,932,557 | Chi-Sq Stat: 12635.7488 | Chi-Sq p-value: 0.0 | MAD: 0.00501 | KS D-Max: 0.02102 | Dmix: 0.022528 | Digital Mix Speed: 1335.943 | Time: 5.24s

[41/343] Analyzing (a=15, b=9, c=11)...
  ✓ Samples: 4,932,555 | Chi-Sq Stat: 12636.6996 | Chi-Sq p-value: 0.0 | MAD: 0.00501 | KS D-Max: 0.02102 | Dmix: 0.022525 | Digital Mix Speed: 1335.943 | Time: 5.17s

[42/343] Analyzing (a=15, b=9, c=12)...
  ✓ Samples: 5,002,059 | Chi-Sq Stat: 6521.3901 | Chi-Sq p-value: 0.0 | MAD: 0.00357 | KS D-Max: 0.01484 | Dmix: 0.016048 | Digital Mix Speed: 1876.512 | Time: 5.36s

[43/343] Analyzing (a=15, b=10, c=6)...
  ✓ Samples: 4,725,538 | Chi-Sq Stat: 1673321.3850 | Chi-Sq p-value: 0.0 | MAD: 0.05695 | KS D-Max: 0.25627 | Dmix: 0.256273 | Digital Mix Speed: 117.198 | Time: 4.92s

[44/343] Analyzing (a=15, b=10, c=7)...
  ✓ Samples: 4,725,538 | Chi-Sq Stat: 1673321.3850 | Chi-Sq p-value: 0.0 | MAD: 0.05695 | KS D-Max: 0.25627 | Dmix: 0.256273 | Digital Mix Speed: 117.198 | Time: 5.02s

[45/343] Analyzing (a=15, b=10, c=8)...
  ✓ Samples: 4,725,538 | Chi-Sq Stat: 1673321.3850 | Chi-Sq p-value: 0.0 | MAD: 0.05695 | KS D-Max: 0.25627 | Dmix: 0.256273 | Digital Mix Speed: 117.198 | Time: 4.89s

[46/343] Analyzing (a=15, b=10, c=9)...
  ✓ Samples: 4,725,538 | Chi-Sq Stat: 1673321.3850 | Chi-Sq p-value: 0.0 | MAD: 0.05695 | KS D-Max: 0.25627 | Dmix: 0.256273 | Digital Mix Speed: 117.198 | Time: 5.05s

[47/343] Analyzing (a=15, b=10, c=10)...
  ✓ Samples: 14,080,292 | Chi-Sq Stat: 1472.4193 | Chi-Sq p-value: 0.0 | MAD: 0.00097 | KS D-Max: 0.00401 | Dmix: 0.004343 | Digital Mix Speed: 7369.703 | Time: 21.67s

[48/343] Analyzing (a=15, b=10, c=11)...
  ✓ Samples: 4,725,527 | Chi-Sq Stat: 1673479.5562 | Chi-Sq p-value: 0.0 | MAD: 0.05695 | KS D-Max: 0.25629 | Dmix: 0.256294 | Digital Mix Speed: 117.198 | Time: 4.84s

[49/343] Analyzing (a=15, b=10, c=12)...
  ✓ Samples: 4,725,527 | Chi-Sq Stat: 1673479.5562 | Chi-Sq p-value: 0.0 | MAD: 0.05695 | KS D-Max: 0.25629 | Dmix: 0.256294 | Digital Mix Speed: 117.198 | Time: 5.06s

[50/343] Analyzing (a=16, b=4, c=6)...
  ✓ Samples: 7,712,954 | Chi-Sq Stat: 1894.3820 | Chi-Sq p-value: 0.0 | MAD: 0.00101 | KS D-Max: 0.00167 | Dmix: 0.004563 | Digital Mix Speed: 6819.030 | Time: 9.07s

[51/343] Analyzing (a=16, b=4, c=7)...
  ✓ Samples: 7,712,943 | Chi-Sq Stat: 1905.8159 | Chi-Sq p-value: 0.0 | MAD: 0.00102 | KS D-Max: 0.00168 | Dmix: 0.004574 | Digital Mix Speed: 6752.177 | Time: 8.97s

[52/343] Analyzing (a=16, b=4, c=8)...
  ✓ Samples: 7,781,441 | Chi-Sq Stat: 1828.1618 | Chi-Sq p-value: 0.0 | MAD: 0.00096 | KS D-Max: 0.00205 | Dmix: 0.004320 | Digital Mix Speed: 7178.188 | Time: 9.12s

[53/343] Analyzing (a=16, b=4, c=9)...
  ✓ Samples: 7,712,934 | Chi-Sq Stat: 1895.5264 | Chi-Sq p-value: 0.0 | MAD: 0.00101 | KS D-Max: 0.00167 | Dmix: 0.004564 | Digital Mix Speed: 6819.029 | Time: 9.13s

[54/343] Analyzing (a=16, b=4, c=10)...
  ✓ Samples: 7,712,927 | Chi-Sq Stat: 1906.3765 | Chi-Sq p-value: 0.0 | MAD: 0.00102 | KS D-Max: 0.00168 | Dmix: 0.004575 | Digital Mix Speed: 6752.176 | Time: 8.97s

[55/343] Analyzing (a=16, b=4, c=11)...
  ✓ Samples: 7,712,924 | Chi-Sq Stat: 1895.1287 | Chi-Sq p-value: 0.0 | MAD: 0.00101 | KS D-Max: 0.00167 | Dmix: 0.004564 | Digital Mix Speed: 6819.029 | Time: 8.87s

[56/343] Analyzing (a=16, b=4, c=12)...
  ✓ Samples: 7,787,515 | Chi-Sq Stat: 1788.7843 | Chi-Sq p-value: 0.0 | MAD: 0.00095 | KS D-Max: 0.00200 | Dmix: 0.004286 | Digital Mix Speed: 7254.104 | Time: 9.23s

[57/343] Analyzing (a=16, b=5, c=6)...
  ✓ Samples: 6,826,547 | Chi-Sq Stat: 894.7601 | Chi-Sq p-value: 0.0 | MAD: 0.00113 | KS D-Max: 0.00319 | Dmix: 0.005070 | Digital Mix Speed: 6047.966 | Time: 7.69s

[58/343] Analyzing (a=16, b=5, c=7)...
  ✓ Samples: 8,531,575 | Chi-Sq Stat: 467.6375 | Chi-Sq p-value: 0.0 | MAD: 0.00072 | KS D-Max: 0.00196 | Dmix: 0.003220 | Digital Mix Speed: 9626.429 | Time: 10.41s

[59/343] Analyzing (a=16, b=5, c=8)...
  ✓ Samples: 6,678,241 | Chi-Sq Stat: 954.0276 | Chi-Sq p-value: 0.0 | MAD: 0.00115 | KS D-Max: 0.00307 | Dmix: 0.005193 | Digital Mix Speed: 5934.489 | Time: 7.60s

[60/343] Analyzing (a=16, b=5, c=9)...
  ✓ Samples: 8,534,842 | Chi-Sq Stat: 518.2594 | Chi-Sq p-value: 0.0 | MAD: 0.00075 | KS D-Max: 0.00207 | Dmix: 0.003390 | Digital Mix Speed: 9241.594 | Time: 10.54s

[61/343] Analyzing (a=16, b=5, c=10)...
  ✓ Samples: 6,828,057 | Chi-Sq Stat: 898.6581 | Chi-Sq p-value: 0.0 | MAD: 0.00112 | KS D-Max: 0.00315 | Dmix: 0.005043 | Digital Mix Speed: 6102.051 | Time: 7.69s

[62/343] Analyzing (a=16, b=5, c=11)...
  ✓ Samples: 8,535,739 | Chi-Sq Stat: 478.8105 | Chi-Sq p-value: 0.0 | MAD: 0.00072 | KS D-Max: 0.00202 | Dmix: 0.003224 | Digital Mix Speed: 9626.724 | Time: 10.62s

[63/343] Analyzing (a=16, b=5, c=12)...
  ✓ Samples: 6,711,991 | Chi-Sq Stat: 933.8263 | Chi-Sq p-value: 0.0 | MAD: 0.00114 | KS D-Max: 0.00325 | Dmix: 0.005148 | Digital Mix Speed: 5988.466 | Time: 7.62s

[64/343] Analyzing (a=16, b=6, c=6)...
  ✓ Samples: 6,029,981 | Chi-Sq Stat: 3310.7782 | Chi-Sq p-value: 0.0 | MAD: 0.00210 | KS D-Max: 0.00454 | Dmix: 0.009466 | Digital Mix Speed: 3228.722 | Time: 6.64s

[65/343] Analyzing (a=16, b=6, c=7)...
  ✓ Samples: 6,004,817 | Chi-Sq Stat: 4077.3513 | Chi-Sq p-value: 0.0 | MAD: 0.00226 | KS D-Max: 0.00465 | Dmix: 0.010155 | Digital Mix Speed: 2999.336 | Time: 6.65s

[66/343] Analyzing (a=16, b=6, c=8)...
  ✓ Samples: 8,306,423 | Chi-Sq Stat: 638.6023 | Chi-Sq p-value: 0.0 | MAD: 0.00086 | KS D-Max: 0.00330 | Dmix: 0.003850 | Digital Mix Speed: 8045.830 | Time: 10.43s

[67/343] Analyzing (a=16, b=6, c=9)...
  ✓ Samples: 6,004,812 | Chi-Sq Stat: 4051.7790 | Chi-Sq p-value: 0.0 | MAD: 0.00225 | KS D-Max: 0.00464 | Dmix: 0.010127 | Digital Mix Speed: 3012.666 | Time: 6.75s

[68/343] Analyzing (a=16, b=6, c=10)...
  ✓ Samples: 6,029,484 | Chi-Sq Stat: 3166.8894 | Chi-Sq p-value: 0.0 | MAD: 0.00206 | KS D-Max: 0.00448 | Dmix: 0.009281 | Digital Mix Speed: 3291.398 | Time: 6.67s

[69/343] Analyzing (a=16, b=6, c=11)...
  ✓ Samples: 6,004,804 | Chi-Sq Stat: 4068.8619 | Chi-Sq p-value: 0.0 | MAD: 0.00225 | KS D-Max: 0.00464 | Dmix: 0.010145 | Digital Mix Speed: 3012.666 | Time: 6.70s

[70/343] Analyzing (a=16, b=6, c=12)...
  ✓ Samples: 6,114,653 | Chi-Sq Stat: 1905.9740 | Chi-Sq p-value: 0.0 | MAD: 0.00168 | KS D-Max: 0.00433 | Dmix: 0.007543 | Digital Mix Speed: 4039.507 | Time: 6.91s

[71/343] Analyzing (a=16, b=7, c=6)...
  ✓ Samples: 5,552,961 | Chi-Sq Stat: 2053.4534 | Chi-Sq p-value: 0.0 | MAD: 0.00185 | KS D-Max: 0.00716 | Dmix: 0.008309 | Digital Mix Speed: 3645.689 | Time: 5.97s

[72/343] Analyzing (a=16, b=7, c=7)...
  ✓ Samples: 5,579,721 | Chi-Sq Stat: 1822.1305 | Chi-Sq p-value: 0.0 | MAD: 0.00176 | KS D-Max: 0.00688 | Dmix: 0.007919 | Digital Mix Speed: 3833.303 | Time: 6.11s

[73/343] Analyzing (a=16, b=7, c=8)...
  ✓ Samples: 5,552,837 | Chi-Sq Stat: 2056.6460 | Chi-Sq p-value: 0.0 | MAD: 0.00185 | KS D-Max: 0.00717 | Dmix: 0.008309 | Digital Mix Speed: 3645.684 | Time: 6.17s

[74/343] Analyzing (a=16, b=7, c=9)...
  ✓ Samples: 5,579,519 | Chi-Sq Stat: 1826.3143 | Chi-Sq p-value: 0.0 | MAD: 0.00177 | KS D-Max: 0.00691 | Dmix: 0.007943 | Digital Mix Speed: 3811.637 | Time: 6.06s

[75/343] Analyzing (a=16, b=7, c=10)...
  ✓ Samples: 5,552,953 | Chi-Sq Stat: 2054.9077 | Chi-Sq p-value: 0.0 | MAD: 0.00185 | KS D-Max: 0.00716 | Dmix: 0.008311 | Digital Mix Speed: 3645.689 | Time: 6.12s

[76/343] Analyzing (a=16, b=7, c=11)...
  ✓ Samples: 5,579,518 | Chi-Sq Stat: 1822.5228 | Chi-Sq p-value: 0.0 | MAD: 0.00176 | KS D-Max: 0.00689 | Dmix: 0.007925 | Digital Mix Speed: 3833.294 | Time: 6.05s

[77/343] Analyzing (a=16, b=7, c=12)...
  ✓ Samples: 5,552,941 | Chi-Sq Stat: 2057.1710 | Chi-Sq p-value: 0.0 | MAD: 0.00185 | KS D-Max: 0.00717 | Dmix: 0.008314 | Digital Mix Speed: 3645.688 | Time: 6.07s

[78/343] Analyzing (a=16, b=8, c=6)...
  ✓ Samples: 5,195,686 | Chi-Sq Stat: 658.1796 | Chi-Sq p-value: 0.0 | MAD: 0.00105 | KS D-Max: 0.00280 | Dmix: 0.004721 | Digital Mix Speed: 6395.850 | Time: 5.60s

[79/343] Analyzing (a=16, b=8, c=7)...
  ✓ Samples: 5,195,686 | Chi-Sq Stat: 658.8126 | Chi-Sq p-value: 0.0 | MAD: 0.00105 | KS D-Max: 0.00280 | Dmix: 0.004725 | Digital Mix Speed: 6395.850 | Time: 5.56s

[80/343] Analyzing (a=16, b=8, c=8)...
  ✓ Samples: 5,352,533 | Chi-Sq Stat: 567.5908 | Chi-Sq p-value: 0.0 | MAD: 0.00096 | KS D-Max: 0.00396 | Dmix: 0.004310 | Digital Mix Speed: 7008.916 | Time: 5.86s

[81/343] Analyzing (a=16, b=8, c=9)...
  ✓ Samples: 5,195,685 | Chi-Sq Stat: 659.9754 | Chi-Sq p-value: 0.0 | MAD: 0.00105 | KS D-Max: 0.00281 | Dmix: 0.004732 | Digital Mix Speed: 6395.850 | Time: 5.46s

[82/343] Analyzing (a=16, b=8, c=10)...
  ✓ Samples: 5,195,685 | Chi-Sq Stat: 661.3729 | Chi-Sq p-value: 0.0 | MAD: 0.00105 | KS D-Max: 0.00281 | Dmix: 0.004734 | Digital Mix Speed: 6395.850 | Time: 5.62s

[83/343] Analyzing (a=16, b=8, c=11)...
  ✓ Samples: 5,195,685 | Chi-Sq Stat: 659.2419 | Chi-Sq p-value: 0.0 | MAD: 0.00105 | KS D-Max: 0.00281 | Dmix: 0.004729 | Digital Mix Speed: 6395.850 | Time: 5.62s

[84/343] Analyzing (a=16, b=8, c=12)...
  ✓ Samples: 5,195,685 | Chi-Sq Stat: 659.0638 | Chi-Sq p-value: 0.0 | MAD: 0.00105 | KS D-Max: 0.00280 | Dmix: 0.004725 | Digital Mix Speed: 6395.850 | Time: 5.57s

[85/343] Analyzing (a=16, b=9, c=6)...
  ✓ Samples: 5,045,314 | Chi-Sq Stat: 7431.8576 | Chi-Sq p-value: 0.0 | MAD: 0.00379 | KS D-Max: 0.01568 | Dmix: 0.017062 | Digital Mix Speed: 1768.572 | Time: 5.44s

[86/343] Analyzing (a=16, b=9, c=7)...
  ✓ Samples: 5,843,806 | Chi-Sq Stat: 5424.8613 | Chi-Sq p-value: 0.0 | MAD: 0.00305 | KS D-Max: 0.01228 | Dmix: 0.013720 | Digital Mix Speed: 2218.589 | Time: 6.45s

[87/343] Analyzing (a=16, b=9, c=8)...
  ✓ Samples: 4,940,534 | Chi-Sq Stat: 10832.8607 | Chi-Sq p-value: 0.0 | MAD: 0.00465 | KS D-Max: 0.01947 | Dmix: 0.020918 | Digital Mix Speed: 1439.521 | Time: 5.31s

[88/343] Analyzing (a=16, b=9, c=9)...
  ✓ Samples: 5,842,398 | Chi-Sq Stat: 5610.0232 | Chi-Sq p-value: 0.0 | MAD: 0.00308 | KS D-Max: 0.01248 | Dmix: 0.013846 | Digital Mix Speed: 2196.945 | Time: 6.39s

[89/343] Analyzing (a=16, b=9, c=10)...
  ✓ Samples: 5,045,042 | Chi-Sq Stat: 7411.8021 | Chi-Sq p-value: 0.0 | MAD: 0.00379 | KS D-Max: 0.01560 | Dmix: 0.017033 | Digital Mix Speed: 1768.566 | Time: 5.33s

[90/343] Analyzing (a=16, b=9, c=11)...
  ✓ Samples: 5,845,112 | Chi-Sq Stat: 5642.1492 | Chi-Sq p-value: 0.0 | MAD: 0.00307 | KS D-Max: 0.01236 | Dmix: 0.013795 | Digital Mix Speed: 2204.167 | Time: 6.60s

[91/343] Analyzing (a=16, b=9, c=12)...
  ✓ Samples: 4,963,105 | Chi-Sq Stat: 8726.9611 | Chi-Sq p-value: 0.0 | MAD: 0.00420 | KS D-Max: 0.01753 | Dmix: 0.018903 | Digital Mix Speed: 1594.227 | Time: 5.22s

[92/343] Analyzing (a=16, b=10, c=6)...
  ✓ Samples: 4,742,023 | Chi-Sq Stat: 1245980.6163 | Chi-Sq p-value: 0.0 | MAD: 0.04927 | KS D-Max: 0.22172 | Dmix: 0.221718 | Digital Mix Speed: 135.498 | Time: 5.09s

[93/343] Analyzing (a=16, b=10, c=7)...
  ✓ Samples: 4,724,639 | Chi-Sq Stat: 1663797.8192 | Chi-Sq p-value: 0.0 | MAD: 0.05663 | KS D-Max: 0.25483 | Dmix: 0.254826 | Digital Mix Speed: 117.859 | Time: 4.90s

[94/343] Analyzing (a=16, b=10, c=8)...
  ✓ Samples: 6,373,266 | Chi-Sq Stat: 19049.1999 | Chi-Sq p-value: 0.0 | MAD: 0.00518 | KS D-Max: 0.02076 | Dmix: 0.023312 | Digital Mix Speed: 1313.583 | Time: 7.35s

[95/343] Analyzing (a=16, b=10, c=9)...
  ✓ Samples: 4,724,639 | Chi-Sq Stat: 1663797.8192 | Chi-Sq p-value: 0.0 | MAD: 0.05663 | KS D-Max: 0.25483 | Dmix: 0.254826 | Digital Mix Speed: 117.859 | Time: 4.90s

[96/343] Analyzing (a=16, b=10, c=10)...
  ✓ Samples: 4,742,338 | Chi-Sq Stat: 1246857.2146 | Chi-Sq p-value: 0.0 | MAD: 0.04929 | KS D-Max: 0.22181 | Dmix: 0.221806 | Digital Mix Speed: 135.443 | Time: 4.90s

[97/343] Analyzing (a=16, b=10, c=11)...
  ✓ Samples: 4,724,628 | Chi-Sq Stat: 1663899.6871 | Chi-Sq p-value: 0.0 | MAD: 0.05663 | KS D-Max: 0.25484 | Dmix: 0.254838 | Digital Mix Speed: 117.859 | Time: 5.02s

[98/343] Analyzing (a=16, b=10, c=12)...
