Added 0 trivial states as holes

=== SWISS CHEESE CUBE SCAN ===
Cube center: (21, 30, 12)
  ✓ Samples: 3,295,969 | Chi-Sq Stat: 1686.2540 | Chi-Sq p-value: 0.0 | MAD: 0.00211 | KS D-Max: 0.00545 | Dmix: 0.009510 | Digital Mix Speed: 3089.092 | Time: 3.30s

[18/343] Analyzing (a=18, b=29, c=12)...
  ✓ Samples: 3,264,019 | Chi-Sq Stat: 2131.2700 | Chi-Sq p-value: 0.0 | MAD: 0.00214 | KS D-Max: 0.00574 | Dmix: 0.009638 | Digital Mix Speed: 3043.810 | Time: 3.08s

[19/343] Analyzing (a=18, b=29, c=13)...
  ✓ Samples: 3,295,992 | Chi-Sq Stat: 1675.0347 | Chi-Sq p-value: 0.0 | MAD: 0.00211 | KS D-Max: 0.00546 | Dmix: 0.009485 | Digital Mix Speed: 3089.093 | Time: 3.20s

[20/343] Analyzing (a=18, b=29, c=14)...
  ✓ Samples: 3,296,023 | Chi-Sq Stat: 1673.0036 | Chi-Sq p-value: 0.0 | MAD: 0.00210 | KS D-Max: 0.00545 | Dmix: 0.009469 | Digital Mix Speed: 3103.805 | Time: 3.09s

[21/343] Analyzing (a=18, b=29, c=15)...
  ✓ Samples: 3,263,982 | Chi-Sq Stat: 2138.5163 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00575 | Dmix: 0.009659 | Digital Mix Speed: 3029.650 | Time: 3.16s

[22/343] Analyzing (a=18, b=30, c=9)...
  ✓ Samples: 3,227,981 | Chi-Sq Stat: 4849.3641 | Chi-Sq p-value: 0.0 | MAD: 0.00345 | KS D-Max: 0.01041 | Dmix: 0.015517 | Digital Mix Speed: 1886.647 | Time: 3.10s

[23/343] Analyzing (a=18, b=30, c=10)...
  ✓ Samples: 3,227,981 | Chi-Sq Stat: 4847.9314 | Chi-Sq p-value: 0.0 | MAD: 0.00345 | KS D-Max: 0.01041 | Dmix: 0.015515 | Digital Mix Speed: 1886.647 | Time: 3.00s

[24/343] Analyzing (a=18, b=30, c=11)...
  ✓ Samples: 3,227,981 | Chi-Sq Stat: 4847.2322 | Chi-Sq p-value: 0.0 | MAD: 0.00345 | KS D-Max: 0.01040 | Dmix: 0.015517 | Digital Mix Speed: 1886.647 | Time: 3.34s

[25/343] Analyzing (a=18, b=30, c=12)...
  ✓ Samples: 3,281,292 | Chi-Sq Stat: 1831.6758 | Chi-Sq p-value: 0.0 | MAD: 0.00209 | KS D-Max: 0.00883 | Dmix: 0.009387 | Digital Mix Speed: 3117.725 | Time: 3.09s

[26/343] Analyzing (a=18, b=30, c=13)...
  ✓ Samples: 3,227,981 | Chi-Sq Stat: 4849.4874 | Chi-Sq p-value: 0.0 | MAD: 0.00345 | KS D-Max: 0.01041 | Dmix: 0.015525 | Digital Mix Speed: 1886.647 | Time: 3.10s

[27/343] Analyzing (a=18, b=30, c=14)...
  ✓ Samples: 3,227,981 | Chi-Sq Stat: 4852.6352 | Chi-Sq p-value: 0.0 | MAD: 0.00345 | KS D-Max: 0.01042 | Dmix: 0.015533 | Digital Mix Speed: 1886.647 | Time: 3.24s

[28/343] Analyzing (a=18, b=30, c=15)...
  ✓ Samples: 3,227,981 | Chi-Sq Stat: 4854.2028 | Chi-Sq p-value: 0.0 | MAD: 0.00345 | KS D-Max: 0.01042 | Dmix: 0.015535 | Digital Mix Speed: 1886.647 | Time: 3.02s

[29/343] Analyzing (a=18, b=31, c=9)...
  ✓ Samples: 3,223,467 | Chi-Sq Stat: 23296.5272 | Chi-Sq p-value: 0.0 | MAD: 0.00685 | KS D-Max: 0.01773 | Dmix: 0.030840 | Digital Mix Speed: 950.120 | Time: 3.16s

[30/343] Analyzing (a=18, b=31, c=10)...
  ✓ Samples: 3,295,161 | Chi-Sq Stat: 5297.2457 | Chi-Sq p-value: 0.0 | MAD: 0.00313 | KS D-Max: 0.01070 | Dmix: 0.014098 | Digital Mix Speed: 2082.389 | Time: 3.20s

[31/343] Analyzing (a=18, b=31, c=11)...
  ✓ Samples: 3,508,168 | Chi-Sq Stat: 6346.8465 | Chi-Sq p-value: 0.0 | MAD: 0.00424 | KS D-Max: 0.01010 | Dmix: 0.019067 | Digital Mix Speed: 1543.651 | Time: 3.46s

[32/343] Analyzing (a=18, b=31, c=12)...
  ✓ Samples: 3,230,098 | Chi-Sq Stat: 18594.1267 | Chi-Sq p-value: 0.0 | MAD: 0.00600 | KS D-Max: 0.01615 | Dmix: 0.026978 | Digital Mix Speed: 1084.869 | Time: 3.14s

[33/343] Analyzing (a=18, b=31, c=13)...
  ✓ Samples: 3,507,814 | Chi-Sq Stat: 6442.3111 | Chi-Sq p-value: 0.0 | MAD: 0.00428 | KS D-Max: 0.01022 | Dmix: 0.019252 | Digital Mix Speed: 1529.214 | Time: 3.45s

[34/343] Analyzing (a=18, b=31, c=14)...
  ✓ Samples: 3,295,197 | Chi-Sq Stat: 5450.2429 | Chi-Sq p-value: 0.0 | MAD: 0.00313 | KS D-Max: 0.01072 | Dmix: 0.014107 | Digital Mix Speed: 2082.390 | Time: 3.20s

[35/343] Analyzing (a=18, b=31, c=15)...
  ✓ Samples: 3,255,295 | Chi-Sq Stat: 9544.7746 | Chi-Sq p-value: 0.0 | MAD: 0.00380 | KS D-Max: 0.01302 | Dmix: 0.017086 | Digital Mix Speed: 1713.840 | Time: 3.09s

[36/343] Analyzing (a=18, b=32, c=9)...
  ✓ Samples: 3,182,127 | Chi-Sq Stat: 72665.3297 | Chi-Sq p-value: 0.0 | MAD: 0.01470 | KS D-Max: 0.02747 | Dmix: 0.066151 | Digital Mix Speed: 442.362 | Time: 3.30s

[37/343] Analyzing (a=18, b=32, c=10)...
  ✓ Samples: 3,335,707 | Chi-Sq Stat: 9213.9141 | Chi-Sq p-value: 0.0 | MAD: 0.00382 | KS D-Max: 0.00731 | Dmix: 0.017175 | Digital Mix Speed: 1707.641 | Time: 3.31s

[38/343] Analyzing (a=18, b=32, c=11)...
  ✓ Samples: 3,182,127 | Chi-Sq Stat: 72670.4779 | Chi-Sq p-value: 0.0 | MAD: 0.01470 | KS D-Max: 0.02746 | Dmix: 0.066151 | Digital Mix Speed: 442.362 | Time: 3.03s

[39/343] Analyzing (a=18, b=32, c=12)...
  ✓ Samples: 3,198,603 | Chi-Sq Stat: 39627.9080 | Chi-Sq p-value: 0.0 | MAD: 0.01042 | KS D-Max: 0.01935 | Dmix: 0.046877 | Digital Mix Speed: 624.276 | Time: 3.31s

[40/343] Analyzing (a=18, b=32, c=13)...
  ✓ Samples: 3,182,127 | Chi-Sq Stat: 72665.1613 | Chi-Sq p-value: 0.0 | MAD: 0.01470 | KS D-Max: 0.02746 | Dmix: 0.066148 | Digital Mix Speed: 442.362 | Time: 3.11s

[41/343] Analyzing (a=18, b=32, c=14)...
  ✓ Samples: 3,336,220 | Chi-Sq Stat: 9197.2685 | Chi-Sq p-value: 0.0 | MAD: 0.00382 | KS D-Max: 0.00739 | Dmix: 0.017211 | Digital Mix Speed: 1707.658 | Time: 3.31s

[42/343] Analyzing (a=18, b=32, c=15)...
  ✓ Samples: 3,182,124 | Chi-Sq Stat: 72670.9842 | Chi-Sq p-value: 0.0 | MAD: 0.01470 | KS D-Max: 0.02746 | Dmix: 0.066148 | Digital Mix Speed: 442.362 | Time: 3.25s

[43/343] Analyzing (a=18, b=33, c=9)...
  ✓ Samples: 5,348,958 | Chi-Sq Stat: 437.4763 | Chi-Sq p-value: 0.0 | MAD: 0.00075 | KS D-Max: 0.00335 | Dmix: 0.003372 | Digital Mix Speed: 8971.026 | Time: 6.15s

[44/343] Analyzing (a=18, b=33, c=10)...
  ✓ Samples: 3,139,578 | Chi-Sq Stat: 2604.2909 | Chi-Sq p-value: 0.0 | MAD: 0.00281 | KS D-Max: 0.00791 | Dmix: 0.012627 | Digital Mix Speed: 2312.054 | Time: 3.14s

[45/343] Analyzing (a=18, b=33, c=11)...
  ✓ Samples: 3,139,578 | Chi-Sq Stat: 2604.8408 | Chi-Sq p-value: 0.0 | MAD: 0.00281 | KS D-Max: 0.00791 | Dmix: 0.012625 | Digital Mix Speed: 2312.054 | Time: 3.01s

[46/343] Analyzing (a=18, b=33, c=12)...
  ✓ Samples: 3,159,648 | Chi-Sq Stat: 1690.8327 | Chi-Sq p-value: 0.0 | MAD: 0.00209 | KS D-Max: 0.00659 | Dmix: 0.009412 | Digital Mix Speed: 3109.875 | Time: 3.04s

[47/343] Analyzing (a=18, b=33, c=13)...
  ✓ Samples: 3,139,577 | Chi-Sq Stat: 2602.6047 | Chi-Sq p-value: 0.0 | MAD: 0.00280 | KS D-Max: 0.00791 | Dmix: 0.012615 | Digital Mix Speed: 2320.311 | Time: 3.09s

[48/343] Analyzing (a=18, b=33, c=14)...
  ✓ Samples: 3,139,577 | Chi-Sq Stat: 2601.8401 | Chi-Sq p-value: 0.0 | MAD: 0.00280 | KS D-Max: 0.00790 | Dmix: 0.012617 | Digital Mix Speed: 2320.311 | Time: 3.17s

[49/343] Analyzing (a=18, b=33, c=15)...
  ✓ Samples: 3,159,634 | Chi-Sq Stat: 1678.1703 | Chi-Sq p-value: 0.0 | MAD: 0.00208 | KS D-Max: 0.00655 | Dmix: 0.009369 | Digital Mix Speed: 3124.825 | Time: 2.93s

[50/343] Analyzing (a=19, b=27, c=9)...
  ✓ Samples: 3,365,842 | Chi-Sq Stat: 1636.8043 | Chi-Sq p-value: 0.0 | MAD: 0.00191 | KS D-Max: 0.00667 | Dmix: 0.008588 | Digital Mix Speed: 3417.327 | Time: 3.29s

[51/343] Analyzing (a=19, b=27, c=10)...
  ✓ Samples: 3,365,575 | Chi-Sq Stat: 1602.1268 | Chi-Sq p-value: 0.0 | MAD: 0.00189 | KS D-Max: 0.00666 | Dmix: 0.008511 | Digital Mix Speed: 3453.471 | Time: 3.43s

[52/343] Analyzing (a=19, b=27, c=11)...
  ✓ Samples: 3,365,821 | Chi-Sq Stat: 1638.0329 | Chi-Sq p-value: 0.0 | MAD: 0.00191 | KS D-Max: 0.00667 | Dmix: 0.008581 | Digital Mix Speed: 3417.325 | Time: 3.23s

[53/343] Analyzing (a=19, b=27, c=12)...
  ✓ Samples: 3,365,817 | Chi-Sq Stat: 1614.9429 | Chi-Sq p-value: 0.0 | MAD: 0.00191 | KS D-Max: 0.00667 | Dmix: 0.008582 | Digital Mix Speed: 3417.325 | Time: 3.42s

[54/343] Analyzing (a=19, b=27, c=13)...
  ✓ Samples: 3,365,720 | Chi-Sq Stat: 1597.9441 | Chi-Sq p-value: 0.0 | MAD: 0.00189 | KS D-Max: 0.00661 | Dmix: 0.008507 | Digital Mix Speed: 3453.480 | Time: 3.30s

[55/343] Analyzing (a=19, b=27, c=14)...
  ✓ Samples: 3,365,827 | Chi-Sq Stat: 1621.0564 | Chi-Sq p-value: 0.0 | MAD: 0.00190 | KS D-Max: 0.00664 | Dmix: 0.008544 | Digital Mix Speed: 3435.311 | Time: 3.17s

[56/343] Analyzing (a=19, b=27, c=15)...
  ✓ Samples: 3,365,739 | Chi-Sq Stat: 1583.5891 | Chi-Sq p-value: 0.0 | MAD: 0.00189 | KS D-Max: 0.00665 | Dmix: 0.008491 | Digital Mix Speed: 3453.482 | Time: 3.45s

[57/343] Analyzing (a=19, b=28, c=9)...
  ✓ Samples: 3,385,895 | Chi-Sq Stat: 955.6987 | Chi-Sq p-value: 0.0 | MAD: 0.00126 | KS D-Max: 0.00566 | Dmix: 0.005664 | Digital Mix Speed: 5182.281 | Time: 3.23s

[58/343] Analyzing (a=19, b=28, c=10)...
  ✓ Samples: 3,386,174 | Chi-Sq Stat: 928.6119 | Chi-Sq p-value: 0.0 | MAD: 0.00123 | KS D-Max: 0.00553 | Dmix: 0.005527 | Digital Mix Speed: 5308.707 | Time: 3.29s

[59/343] Analyzing (a=19, b=28, c=11)...
  ✓ Samples: 3,386,021 | Chi-Sq Stat: 955.5736 | Chi-Sq p-value: 0.0 | MAD: 0.00125 | KS D-Max: 0.00563 | Dmix: 0.005628 | Digital Mix Speed: 5223.752 | Time: 3.40s

[60/343] Analyzing (a=19, b=28, c=12)...
  ✓ Samples: 3,386,041 | Chi-Sq Stat: 953.0637 | Chi-Sq p-value: 0.0 | MAD: 0.00125 | KS D-Max: 0.00561 | Dmix: 0.005613 | Digital Mix Speed: 5223.754 | Time: 3.24s

[61/343] Analyzing (a=19, b=28, c=13)...
  ✓ Samples: 3,385,943 | Chi-Sq Stat: 973.2750 | Chi-Sq p-value: 0.0 | MAD: 0.00125 | KS D-Max: 0.00563 | Dmix: 0.005630 | Digital Mix Speed: 5223.744 | Time: 3.34s

[62/343] Analyzing (a=19, b=28, c=14)...
  ✓ Samples: 3,386,065 | Chi-Sq Stat: 968.6272 | Chi-Sq p-value: 0.0 | MAD: 0.00126 | KS D-Max: 0.00568 | Dmix: 0.005684 | Digital Mix Speed: 5182.298 | Time: 3.36s

[63/343] Analyzing (a=19, b=28, c=15)...
  ✓ Samples: 3,386,101 | Chi-Sq Stat: 962.1910 | Chi-Sq p-value: 0.0 | MAD: 0.00127 | KS D-Max: 0.00570 | Dmix: 0.005696 | Digital Mix Speed: 5141.496 | Time: 3.25s

[64/343] Analyzing (a=19, b=29, c=9)...
  ✓ Samples: 3,549,488 | Chi-Sq Stat: 818.1657 | Chi-Sq p-value: 0.0 | MAD: 0.00147 | KS D-Max: 0.00555 | Dmix: 0.006615 | Digital Mix Speed: 4455.895 | Time: 3.55s

[65/343] Analyzing (a=19, b=29, c=10)...
  ✓ Samples: 3,549,658 | Chi-Sq Stat: 826.9023 | Chi-Sq p-value: 0.0 | MAD: 0.00148 | KS D-Max: 0.00560 | Dmix: 0.006641 | Digital Mix Speed: 4425.802 | Time: 3.55s

[66/343] Analyzing (a=19, b=29, c=11)...
  ✓ Samples: 3,549,318 | Chi-Sq Stat: 857.3822 | Chi-Sq p-value: 0.0 | MAD: 0.00151 | KS D-Max: 0.00561 | Dmix: 0.006781 | Digital Mix Speed: 4337.844 | Time: 3.50s

[67/343] Analyzing (a=19, b=29, c=12)...
  ✓ Samples: 3,549,245 | Chi-Sq Stat: 806.7805 | Chi-Sq p-value: 0.0 | MAD: 0.00146 | KS D-Max: 0.00557 | Dmix: 0.006574 | Digital Mix Speed: 4486.395 | Time: 3.53s

[68/343] Analyzing (a=19, b=29, c=13)...
  ✓ Samples: 3,549,022 | Chi-Sq Stat: 836.9981 | Chi-Sq p-value: 0.0 | MAD: 0.00149 | KS D-Max: 0.00561 | Dmix: 0.006692 | Digital Mix Speed: 4396.046 | Time: 3.61s

[69/343] Analyzing (a=19, b=29, c=14)...
  ✓ Samples: 3,549,074 | Chi-Sq Stat: 835.9474 | Chi-Sq p-value: 0.0 | MAD: 0.00149 | KS D-Max: 0.00559 | Dmix: 0.006708 | Digital Mix Speed: 4396.050 | Time: 3.48s

[70/343] Analyzing (a=19, b=29, c=15)...
  ✓ Samples: 3,549,501 | Chi-Sq Stat: 767.7506 | Chi-Sq p-value: 0.0 | MAD: 0.00143 | KS D-Max: 0.00561 | Dmix: 0.006420 | Digital Mix Speed: 4580.537 | Time: 3.53s

[71/343] Analyzing (a=19, b=30, c=9)...
  ✓ Samples: 3,239,814 | Chi-Sq Stat: 3661.7001 | Chi-Sq p-value: 0.0 | MAD: 0.00308 | KS D-Max: 0.00971 | Dmix: 0.013869 | Digital Mix Speed: 2113.805 | Time: 3.22s

[72/343] Analyzing (a=19, b=30, c=10)...
  ✓ Samples: 3,239,857 | Chi-Sq Stat: 3635.5360 | Chi-Sq p-value: 0.0 | MAD: 0.00308 | KS D-Max: 0.00969 | Dmix: 0.013843 | Digital Mix Speed: 2113.807 | Time: 3.14s

[73/343] Analyzing (a=19, b=30, c=11)...
  ✓ Samples: 3,239,826 | Chi-Sq Stat: 3653.6425 | Chi-Sq p-value: 0.0 | MAD: 0.00308 | KS D-Max: 0.00970 | Dmix: 0.013869 | Digital Mix Speed: 2113.806 | Time: 3.17s

[74/343] Analyzing (a=19, b=30, c=12)...
  ✓ Samples: 3,239,794 | Chi-Sq Stat: 3634.3480 | Chi-Sq p-value: 0.0 | MAD: 0.00307 | KS D-Max: 0.00969 | Dmix: 0.013816 | Digital Mix Speed: 2120.690 | Time: 3.24s

[75/343] Analyzing (a=19, b=30, c=13)...
  ✓ Samples: 3,239,826 | Chi-Sq Stat: 3657.7211 | Chi-Sq p-value: 0.0 | MAD: 0.00308 | KS D-Max: 0.00971 | Dmix: 0.013872 | Digital Mix Speed: 2113.806 | Time: 3.17s

[76/343] Analyzing (a=19, b=30, c=14)...
  ✓ Samples: 3,239,820 | Chi-Sq Stat: 3682.8730 | Chi-Sq p-value: 0.0 | MAD: 0.00309 | KS D-Max: 0.00973 | Dmix: 0.013921 | Digital Mix Speed: 2106.965 | Time: 3.07s

[77/343] Analyzing (a=19, b=30, c=15)...
  ✓ Samples: 3,239,818 | Chi-Sq Stat: 3669.2177 | Chi-Sq p-value: 0.0 | MAD: 0.00309 | KS D-Max: 0.00974 | Dmix: 0.013888 | Digital Mix Speed: 2106.965 | Time: 3.35s

[78/343] Analyzing (a=19, b=31, c=9)...
  ✓ Samples: 3,252,510 | Chi-Sq Stat: 11116.2578 | Chi-Sq p-value: 0.0 | MAD: 0.00394 | KS D-Max: 0.01394 | Dmix: 0.017725 | Digital Mix Speed: 1652.847 | Time: 3.28s

[79/343] Analyzing (a=19, b=31, c=10)...
  ✓ Samples: 3,252,499 | Chi-Sq Stat: 10997.0838 | Chi-Sq p-value: 0.0 | MAD: 0.00391 | KS D-Max: 0.01388 | Dmix: 0.017603 | Digital Mix Speed: 1665.529 | Time: 3.08s

[80/343] Analyzing (a=19, b=31, c=11)...
  ✓ Samples: 3,252,545 | Chi-Sq Stat: 11047.6543 | Chi-Sq p-value: 0.0 | MAD: 0.00392 | KS D-Max: 0.01394 | Dmix: 0.017642 | Digital Mix Speed: 1661.281 | Time: 3.29s

[81/343] Analyzing (a=19, b=31, c=12)...
  ✓ Samples: 3,252,537 | Chi-Sq Stat: 10926.5365 | Chi-Sq p-value: 0.0 | MAD: 0.00390 | KS D-Max: 0.01386 | Dmix: 0.017562 | Digital Mix Speed: 1669.801 | Time: 3.10s

[82/343] Analyzing (a=19, b=31, c=13)...
  ✓ Samples: 3,252,476 | Chi-Sq Stat: 10903.4364 | Chi-Sq p-value: 0.0 | MAD: 0.00390 | KS D-Max: 0.01387 | Dmix: 0.017540 | Digital Mix Speed: 1669.798 | Time: 3.14s

[83/343] Analyzing (a=19, b=31, c=14)...
  ✓ Samples: 3,252,458 | Chi-Sq Stat: 10923.2090 | Chi-Sq p-value: 0.0 | MAD: 0.00390 | KS D-Max: 0.01385 | Dmix: 0.017555 | Digital Mix Speed: 1669.798 | Time: 3.26s

[84/343] Analyzing (a=19, b=31, c=15)...
  ✓ Samples: 3,252,564 | Chi-Sq Stat: 11098.4243 | Chi-Sq p-value: 0.0 | MAD: 0.00393 | KS D-Max: 0.01397 | Dmix: 0.017694 | Digital Mix Speed: 1657.055 | Time: 3.09s

[85/343] Analyzing (a=19, b=32, c=9)...
  ✓ Samples: 3,442,128 | Chi-Sq Stat: 10551.2020 | Chi-Sq p-value: 0.0 | MAD: 0.00417 | KS D-Max: 0.01325 | Dmix: 0.018761 | Digital Mix Speed: 1567.584 | Time: 3.42s

[86/343] Analyzing (a=19, b=32, c=10)...
  ✓ Samples: 3,442,752 | Chi-Sq Stat: 10646.7371 | Chi-Sq p-value: 0.0 | MAD: 0.00420 | KS D-Max: 0.01327 | Dmix: 0.018882 | Digital Mix Speed: 1556.406 | Time: 3.58s

[87/343] Analyzing (a=19, b=32, c=11)...
  ✓ Samples: 3,442,663 | Chi-Sq Stat: 10426.4911 | Chi-Sq p-value: 0.0 | MAD: 0.00413 | KS D-Max: 0.01317 | Dmix: 0.018575 | Digital Mix Speed: 1582.783 | Time: 3.35s

[88/343] Analyzing (a=19, b=32, c=12)...
  ✓ Samples: 3,442,425 | Chi-Sq Stat: 10882.6521 | Chi-Sq p-value: 0.0 | MAD: 0.00425 | KS D-Max: 0.01355 | Dmix: 0.019112 | Digital Mix Speed: 1538.086 | Time: 3.45s

[89/343] Analyzing (a=19, b=32, c=13)...
  ✓ Samples: 3,442,633 | Chi-Sq Stat: 10599.6552 | Chi-Sq p-value: 0.0 | MAD: 0.00419 | KS D-Max: 0.01318 | Dmix: 0.018876 | Digital Mix Speed: 1560.117 | Time: 3.58s

[90/343] Analyzing (a=19, b=32, c=14)...
  ✓ Samples: 3,443,014 | Chi-Sq Stat: 10391.8977 | Chi-Sq p-value: 0.0 | MAD: 0.00413 | KS D-Max: 0.01307 | Dmix: 0.018587 | Digital Mix Speed: 1582.794 | Time: 3.41s

[91/343] Analyzing (a=19, b=32, c=15)...
  ✓ Samples: 3,442,561 | Chi-Sq Stat: 10298.2745 | Chi-Sq p-value: 0.0 | MAD: 0.00411 | KS D-Max: 0.01299 | Dmix: 0.018491 | Digital Mix Speed: 1590.482 | Time: 3.48s

[92/343] Analyzing (a=19, b=33, c=9)...
  ✓ Samples: 3,420,569 | Chi-Sq Stat: 3912.1834 | Chi-Sq p-value: 0.0 | MAD: 0.00331 | KS D-Max: 0.00897 | Dmix: 0.014896 | Digital Mix Speed: 1974.048 | Time: 3.54s

[93/343] Analyzing (a=19, b=33, c=10)...
  ✓ Samples: 3,420,546 | Chi-Sq Stat: 3944.2052 | Chi-Sq p-value: 0.0 | MAD: 0.00332 | KS D-Max: 0.00904 | Dmix: 0.014929 | Digital Mix Speed: 1968.101 | Time: 3.38s

[94/343] Analyzing (a=19, b=33, c=11)...
  ✓ Samples: 3,420,163 | Chi-Sq Stat: 4105.4965 | Chi-Sq p-value: 0.0 | MAD: 0.00338 | KS D-Max: 0.00925 | Dmix: 0.015230 | Digital Mix Speed: 1933.150 | Time: 3.49s

[95/343] Analyzing (a=19, b=33, c=12)...
  ✓ Samples: 3,420,311 | Chi-Sq Stat: 3919.5992 | Chi-Sq p-value: 0.0 | MAD: 0.00330 | KS D-Max: 0.00900 | Dmix: 0.014847 | Digital Mix Speed: 1980.020 | Time: 3.49s

[96/343] Analyzing (a=19, b=33, c=13)...
  ✓ Samples: 3,420,551 | Chi-Sq Stat: 4257.3306 | Chi-Sq p-value: 0.0 | MAD: 0.00346 | KS D-Max: 0.00934 | Dmix: 0.015568 | Digital Mix Speed: 1888.467 | Time: 3.39s

[97/343] Analyzing (a=19, b=33, c=14)...
  ✓ Samples: 3,420,523 | Chi-Sq Stat: 4036.8673 | Chi-Sq p-value: 0.0 | MAD: 0.00336 | KS D-Max: 0.00915 | Dmix: 0.015116 | Digital Mix Speed: 1944.670 | Time: 3.56s

[98/343] Analyzing (a=19, b=33, c=15)...
