Added 0 trivial states as holes

=== SWISS CHEESE CUBE SCAN ===
Cube center: (7, 14, 8)
[59/1331] Analyzing (a=2, b=14, c=6)...
  ✓ Samples: 19,195,888 | Chi-Sq Stat: 1637.4351 | Chi-Sq p-value: 0.0 | MAD: 0.00085 | KS D-Max: 0.00142 | Dmix: 0.003810 | Digital Mix Speed: 8568.480 | Time: 38.70s

[60/1331] Analyzing (a=2, b=14, c=7)...
  ✓ Samples: 4,237,983 | Chi-Sq Stat: 244.4402 | Chi-Sq p-value: 0.0 | MAD: 0.00070 | KS D-Max: 0.00316 | Dmix: 0.003160 | Digital Mix Speed: 9467.370 | Time: 4.32s

[61/1331] Analyzing (a=2, b=14, c=8)...
  ✓ Samples: 5,660,357 | Chi-Sq Stat: 1045.2796 | Chi-Sq p-value: 0.0 | MAD: 0.00126 | KS D-Max: 0.00529 | Dmix: 0.005684 | Digital Mix Speed: 5359.400 | Time: 6.75s

[62/1331] Analyzing (a=2, b=14, c=9)...
  ✓ Samples: 4,237,983 | Chi-Sq Stat: 244.9082 | Chi-Sq p-value: 0.0 | MAD: 0.00070 | KS D-Max: 0.00315 | Dmix: 0.003153 | Digital Mix Speed: 9467.370 | Time: 4.29s

[63/1331] Analyzing (a=2, b=14, c=10)...
  ✓ Samples: 18,862,014 | Chi-Sq Stat: 645.6919 | Chi-Sq p-value: 0.0 | MAD: 0.00054 | KS D-Max: 0.00209 | Dmix: 0.002445 | Digital Mix Speed: 13473.311 | Time: 37.76s

[64/1331] Analyzing (a=2, b=14, c=11)...
  ✓ Samples: 4,237,983 | Chi-Sq Stat: 246.6338 | Chi-Sq p-value: 0.0 | MAD: 0.00070 | KS D-Max: 0.00317 | Dmix: 0.003167 | Digital Mix Speed: 9467.370 | Time: 4.34s

[65/1331] Analyzing (a=2, b=14, c=12)...
  ✓ Samples: 5,660,357 | Chi-Sq Stat: 1043.1248 | Chi-Sq p-value: 0.0 | MAD: 0.00126 | KS D-Max: 0.00528 | Dmix: 0.005673 | Digital Mix Speed: 5359.400 | Time: 6.71s

[66/1331] Analyzing (a=2, b=14, c=13)...
  ✓ Samples: 4,237,983 | Chi-Sq Stat: 243.5541 | Chi-Sq p-value: 0.0 | MAD: 0.00070 | KS D-Max: 0.00315 | Dmix: 0.003153 | Digital Mix Speed: 9467.370 | Time: 4.53s

[67/1331] Analyzing (a=2, b=15, c=3)...
  ✓ Samples: 8,225,827 | Chi-Sq Stat: 523.6285 | Chi-Sq p-value: 0.0 | MAD: 0.00078 | KS D-Max: 0.00344 | Dmix: 0.003519 | Digital Mix Speed: 8865.615 | Time: 11.59s

[68/1331] Analyzing (a=2, b=15, c=4)...
  ✓ Samples: 4,136,451 | Chi-Sq Stat: 566.1341 | Chi-Sq p-value: 0.0 | MAD: 0.00111 | KS D-Max: 0.00409 | Dmix: 0.005017 | Digital Mix Speed: 5960.926 | Time: 4.20s

[69/1331] Analyzing (a=2, b=15, c=5)...
  ✓ Samples: 8,219,211 | Chi-Sq Stat: 253.6097 | Chi-Sq p-value: 0.0 | MAD: 0.00055 | KS D-Max: 0.00229 | Dmix: 0.002467 | Digital Mix Speed: 12572.418 | Time: 11.60s

[70/1331] Analyzing (a=2, b=15, c=6)...
  ✓ Samples: 4,136,451 | Chi-Sq Stat: 565.8698 | Chi-Sq p-value: 0.0 | MAD: 0.00111 | KS D-Max: 0.00409 | Dmix: 0.005016 | Digital Mix Speed: 5960.926 | Time: 4.26s

[71/1331] Analyzing (a=2, b=15, c=7)...
  ✓ Samples: 8,236,970 | Chi-Sq Stat: 403.9474 | Chi-Sq p-value: 0.0 | MAD: 0.00068 | KS D-Max: 0.00280 | Dmix: 0.003079 | Digital Mix Speed: 10170.246 | Time: 11.62s

[72/1331] Analyzing (a=2, b=15, c=8)...
  ✓ Samples: 4,136,451 | Chi-Sq Stat: 564.5492 | Chi-Sq p-value: 0.0 | MAD: 0.00111 | KS D-Max: 0.00409 | Dmix: 0.005008 | Digital Mix Speed: 5960.926 | Time: 4.18s

[73/1331] Analyzing (a=2, b=15, c=9)...
  ✓ Samples: 8,216,095 | Chi-Sq Stat: 664.5120 | Chi-Sq p-value: 0.0 | MAD: 0.00087 | KS D-Max: 0.00343 | Dmix: 0.003918 | Digital Mix Speed: 7947.891 | Time: 11.64s

[74/1331] Analyzing (a=2, b=15, c=10)...
  ✓ Samples: 4,136,448 | Chi-Sq Stat: 562.7090 | Chi-Sq p-value: 0.0 | MAD: 0.00111 | KS D-Max: 0.00408 | Dmix: 0.005004 | Digital Mix Speed: 5960.926 | Time: 4.19s

[75/1331] Analyzing (a=2, b=15, c=11)...
  ✓ Samples: 8,236,291 | Chi-Sq Stat: 421.8551 | Chi-Sq p-value: 0.0 | MAD: 0.00067 | KS D-Max: 0.00298 | Dmix: 0.003007 | Digital Mix Speed: 10321.988 | Time: 11.56s

[76/1331] Analyzing (a=2, b=15, c=12)...
  ✓ Samples: 4,136,448 | Chi-Sq Stat: 558.9990 | Chi-Sq p-value: 0.0 | MAD: 0.00111 | KS D-Max: 0.00408 | Dmix: 0.004995 | Digital Mix Speed: 5960.926 | Time: 4.33s

[77/1331] Analyzing (a=2, b=15, c=13)...
  ✓ Samples: 8,224,459 | Chi-Sq Stat: 587.2036 | Chi-Sq p-value: 0.0 | MAD: 0.00085 | KS D-Max: 0.00381 | Dmix: 0.003811 | Digital Mix Speed: 8135.420 | Time: 11.66s

[78/1331] Analyzing (a=2, b=16, c=3)...
  ✓ Samples: 4,043,102 | Chi-Sq Stat: 427.3496 | Chi-Sq p-value: 0.0 | MAD: 0.00094 | KS D-Max: 0.00322 | Dmix: 0.004241 | Digital Mix Speed: 7028.420 | Time: 4.07s

[79/1331] Analyzing (a=2, b=16, c=4)...
  ✓ Samples: 7,843,051 | Chi-Sq Stat: 600.2710 | Chi-Sq p-value: 0.0 | MAD: 0.00072 | KS D-Max: 0.00108 | Dmix: 0.003232 | Digital Mix Speed: 9575.674 | Time: 10.77s

[80/1331] Analyzing (a=2, b=16, c=5)...
  ✓ Samples: 4,043,102 | Chi-Sq Stat: 433.1930 | Chi-Sq p-value: 0.0 | MAD: 0.00095 | KS D-Max: 0.00322 | Dmix: 0.004268 | Digital Mix Speed: 6954.437 | Time: 4.15s

[81/1331] Analyzing (a=2, b=16, c=6)...
  ✓ Samples: 5,313,343 | Chi-Sq Stat: 542.5564 | Chi-Sq p-value: 0.0 | MAD: 0.00096 | KS D-Max: 0.00386 | Dmix: 0.004328 | Digital Mix Speed: 7005.592 | Time: 6.22s

[82/1331] Analyzing (a=2, b=16, c=7)...
  ✓ Samples: 4,043,102 | Chi-Sq Stat: 431.2688 | Chi-Sq p-value: 0.0 | MAD: 0.00094 | KS D-Max: 0.00322 | Dmix: 0.004248 | Digital Mix Speed: 7028.420 | Time: 4.11s

[83/1331] Analyzing (a=2, b=16, c=8)...
  ✓ Samples: 15,437,213 | Chi-Sq Stat: 913.6264 | Chi-Sq p-value: 0.0 | MAD: 0.00072 | KS D-Max: 0.00172 | Dmix: 0.003237 | Digital Mix Speed: 9984.123 | Time: 27.85s

[84/1331] Analyzing (a=2, b=16, c=9)...
  ✓ Samples: 4,043,102 | Chi-Sq Stat: 430.2753 | Chi-Sq p-value: 0.0 | MAD: 0.00094 | KS D-Max: 0.00322 | Dmix: 0.004249 | Digital Mix Speed: 7028.420 | Time: 4.04s

[85/1331] Analyzing (a=2, b=16, c=10)...
  ✓ Samples: 5,313,343 | Chi-Sq Stat: 536.5765 | Chi-Sq p-value: 0.0 | MAD: 0.00095 | KS D-Max: 0.00385 | Dmix: 0.004296 | Digital Mix Speed: 7079.335 | Time: 6.28s

[86/1331] Analyzing (a=2, b=16, c=11)...
  ✓ Samples: 4,043,102 | Chi-Sq Stat: 431.3199 | Chi-Sq p-value: 0.0 | MAD: 0.00095 | KS D-Max: 0.00322 | Dmix: 0.004257 | Digital Mix Speed: 6954.437 | Time: 4.02s

[87/1331] Analyzing (a=2, b=16, c=12)...
  ✓ Samples: 7,843,042 | Chi-Sq Stat: 585.1728 | Chi-Sq p-value: 0.0 | MAD: 0.00072 | KS D-Max: 0.00105 | Dmix: 0.003223 | Digital Mix Speed: 9575.673 | Time: 10.91s

[88/1331] Analyzing (a=2, b=16, c=13)...
  ✓ Samples: 4,043,102 | Chi-Sq Stat: 435.5395 | Chi-Sq p-value: 0.0 | MAD: 0.00095 | KS D-Max: 0.00324 | Dmix: 0.004263 | Digital Mix Speed: 6954.437 | Time: 4.23s

[89/1331] Analyzing (a=2, b=17, c=3)...
  ✓ Samples: 7,541,805 | Chi-Sq Stat: 522.7365 | Chi-Sq p-value: 0.0 | MAD: 0.00085 | KS D-Max: 0.00326 | Dmix: 0.003822 | Digital Mix Speed: 8091.147 | Time: 10.73s

[90/1331] Analyzing (a=2, b=17, c=4)...
  ✓ Samples: 3,961,491 | Chi-Sq Stat: 949.7029 | Chi-Sq p-value: 0.0 | MAD: 0.00111 | KS D-Max: 0.00499 | Dmix: 0.004990 | Digital Mix Speed: 5944.017 | Time: 4.23s

[91/1331] Analyzing (a=2, b=17, c=5)...
  ✓ Samples: 7,539,169 | Chi-Sq Stat: 820.2562 | Chi-Sq p-value: 0.0 | MAD: 0.00099 | KS D-Max: 0.00415 | Dmix: 0.004442 | Digital Mix Speed: 6946.791 | Time: 10.46s

[92/1331] Analyzing (a=2, b=17, c=6)...
  ✓ Samples: 3,961,489 | Chi-Sq Stat: 951.6674 | Chi-Sq p-value: 0.0 | MAD: 0.00111 | KS D-Max: 0.00498 | Dmix: 0.004993 | Digital Mix Speed: 5944.017 | Time: 4.04s

[93/1331] Analyzing (a=2, b=17, c=7)...
  ✓ Samples: 7,541,457 | Chi-Sq Stat: 516.6882 | Chi-Sq p-value: 0.0 | MAD: 0.00084 | KS D-Max: 0.00352 | Dmix: 0.003767 | Digital Mix Speed: 8187.447 | Time: 10.46s

[94/1331] Analyzing (a=2, b=17, c=8)...
  ✓ Samples: 3,961,489 | Chi-Sq Stat: 950.1353 | Chi-Sq p-value: 0.0 | MAD: 0.00111 | KS D-Max: 0.00496 | Dmix: 0.004977 | Digital Mix Speed: 5944.017 | Time: 4.01s

[95/1331] Analyzing (a=2, b=17, c=9)...
  ✓ Samples: 7,531,674 | Chi-Sq Stat: 728.7445 | Chi-Sq p-value: 0.0 | MAD: 0.00094 | KS D-Max: 0.00409 | Dmix: 0.004231 | Digital Mix Speed: 7315.842 | Time: 10.44s

[96/1331] Analyzing (a=2, b=17, c=10)...
  ✓ Samples: 3,961,483 | Chi-Sq Stat: 952.2328 | Chi-Sq p-value: 0.0 | MAD: 0.00111 | KS D-Max: 0.00497 | Dmix: 0.004975 | Digital Mix Speed: 5944.016 | Time: 4.03s

[97/1331] Analyzing (a=2, b=17, c=11)...
  ✓ Samples: 7,536,483 | Chi-Sq Stat: 746.5129 | Chi-Sq p-value: 0.0 | MAD: 0.00092 | KS D-Max: 0.00416 | Dmix: 0.004157 | Digital Mix Speed: 7475.183 | Time: 10.45s

[98/1331] Analyzing (a=2, b=17, c=12)...
