Added 0 trivial states as holes

=== SWISS CHEESE CUBE SCAN ===
Cube center: (22, 33, 11)
  ✓ Samples: 3,442,752 | Chi-Sq Stat: 10646.7371 | Chi-Sq p-value: 0.0 | MAD: 0.00420 | KS D-Max: 0.01327 | Dmix: 0.018882 | Digital Mix Speed: 1556.406 | Time: 3.59s

[18/343] Analyzing (a=19, b=32, c=11)...
  ✓ Samples: 3,442,663 | Chi-Sq Stat: 10426.4911 | Chi-Sq p-value: 0.0 | MAD: 0.00413 | KS D-Max: 0.01317 | Dmix: 0.018575 | Digital Mix Speed: 1582.783 | Time: 3.28s

[19/343] Analyzing (a=19, b=32, c=12)...
  ✓ Samples: 3,442,425 | Chi-Sq Stat: 10882.6521 | Chi-Sq p-value: 0.0 | MAD: 0.00425 | KS D-Max: 0.01355 | Dmix: 0.019112 | Digital Mix Speed: 1538.086 | Time: 3.45s

[20/343] Analyzing (a=19, b=32, c=13)...
  ✓ Samples: 3,442,633 | Chi-Sq Stat: 10599.6552 | Chi-Sq p-value: 0.0 | MAD: 0.00419 | KS D-Max: 0.01318 | Dmix: 0.018876 | Digital Mix Speed: 1560.117 | Time: 3.58s

[21/343] Analyzing (a=19, b=32, c=14)...
  ✓ Samples: 3,443,014 | Chi-Sq Stat: 10391.8977 | Chi-Sq p-value: 0.0 | MAD: 0.00413 | KS D-Max: 0.01307 | Dmix: 0.018587 | Digital Mix Speed: 1582.794 | Time: 3.28s

[22/343] Analyzing (a=19, b=33, c=8)...
  ✓ Samples: 3,420,415 | Chi-Sq Stat: 4083.8663 | Chi-Sq p-value: 0.0 | MAD: 0.00337 | KS D-Max: 0.00919 | Dmix: 0.015144 | Digital Mix Speed: 1938.896 | Time: 3.36s

[23/343] Analyzing (a=19, b=33, c=9)...
  ✓ Samples: 3,420,569 | Chi-Sq Stat: 3912.1834 | Chi-Sq p-value: 0.0 | MAD: 0.00331 | KS D-Max: 0.00897 | Dmix: 0.014896 | Digital Mix Speed: 1974.048 | Time: 3.52s

[24/343] Analyzing (a=19, b=33, c=10)...
  ✓ Samples: 3,420,546 | Chi-Sq Stat: 3944.2052 | Chi-Sq p-value: 0.0 | MAD: 0.00332 | KS D-Max: 0.00904 | Dmix: 0.014929 | Digital Mix Speed: 1968.101 | Time: 3.29s

[25/343] Analyzing (a=19, b=33, c=11)...
  ✓ Samples: 3,420,163 | Chi-Sq Stat: 4105.4965 | Chi-Sq p-value: 0.0 | MAD: 0.00338 | KS D-Max: 0.00925 | Dmix: 0.015230 | Digital Mix Speed: 1933.150 | Time: 3.43s

[26/343] Analyzing (a=19, b=33, c=12)...
  ✓ Samples: 3,420,311 | Chi-Sq Stat: 3919.5992 | Chi-Sq p-value: 0.0 | MAD: 0.00330 | KS D-Max: 0.00900 | Dmix: 0.014847 | Digital Mix Speed: 1980.020 | Time: 3.79s

[27/343] Analyzing (a=19, b=33, c=13)...
  ✓ Samples: 3,420,551 | Chi-Sq Stat: 4257.3306 | Chi-Sq p-value: 0.0 | MAD: 0.00346 | KS D-Max: 0.00934 | Dmix: 0.015568 | Digital Mix Speed: 1888.467 | Time: 3.41s

[28/343] Analyzing (a=19, b=33, c=14)...
  ✓ Samples: 3,420,523 | Chi-Sq Stat: 4036.8673 | Chi-Sq p-value: 0.0 | MAD: 0.00336 | KS D-Max: 0.00915 | Dmix: 0.015116 | Digital Mix Speed: 1944.670 | Time: 4.94s

[29/343] Analyzing (a=19, b=34, c=8)...
  ✓ Samples: 3,386,323 | Chi-Sq Stat: 692.7843 | Chi-Sq p-value: 0.0 | MAD: 0.00117 | KS D-Max: 0.00247 | Dmix: 0.005244 | Digital Mix Speed: 5580.964 | Time: 3.52s

[30/343] Analyzing (a=19, b=34, c=9)...
  ✓ Samples: 3,386,689 | Chi-Sq Stat: 681.2448 | Chi-Sq p-value: 0.0 | MAD: 0.00116 | KS D-Max: 0.00249 | Dmix: 0.005205 | Digital Mix Speed: 5629.117 | Time: 4.14s

[31/343] Analyzing (a=19, b=34, c=10)...
  ✓ Samples: 3,386,478 | Chi-Sq Stat: 650.7738 | Chi-Sq p-value: 0.0 | MAD: 0.00113 | KS D-Max: 0.00250 | Dmix: 0.005105 | Digital Mix Speed: 5778.538 | Time: 6.73s

[32/343] Analyzing (a=19, b=34, c=11)...
  ✓ Samples: 3,386,657 | Chi-Sq Stat: 683.1089 | Chi-Sq p-value: 0.0 | MAD: 0.00116 | KS D-Max: 0.00261 | Dmix: 0.005241 | Digital Mix Speed: 5629.113 | Time: 3.43s

[33/343] Analyzing (a=19, b=34, c=12)...
  ✓ Samples: 3,386,426 | Chi-Sq Stat: 714.4078 | Chi-Sq p-value: 0.0 | MAD: 0.00117 | KS D-Max: 0.00254 | Dmix: 0.005281 | Digital Mix Speed: 5580.976 | Time: 3.60s

[34/343] Analyzing (a=19, b=34, c=13)...
  ✓ Samples: 3,386,815 | Chi-Sq Stat: 723.1978 | Chi-Sq p-value: 0.0 | MAD: 0.00121 | KS D-Max: 0.00265 | Dmix: 0.005447 | Digital Mix Speed: 5396.522 | Time: 3.60s

[35/343] Analyzing (a=19, b=34, c=14)...
  ✓ Samples: 3,386,754 | Chi-Sq Stat: 660.0395 | Chi-Sq p-value: 0.0 | MAD: 0.00113 | KS D-Max: 0.00242 | Dmix: 0.005106 | Digital Mix Speed: 5778.570 | Time: 3.48s

[36/343] Analyzing (a=19, b=35, c=8)...
  ✓ Samples: 3,181,478 | Chi-Sq Stat: 1205.9004 | Chi-Sq p-value: 0.0 | MAD: 0.00171 | KS D-Max: 0.00438 | Dmix: 0.007674 | Digital Mix Speed: 3802.707 | Time: 3.30s

[37/343] Analyzing (a=19, b=35, c=9)...
  ✓ Samples: 3,181,386 | Chi-Sq Stat: 1213.9025 | Chi-Sq p-value: 0.0 | MAD: 0.00172 | KS D-Max: 0.00441 | Dmix: 0.007736 | Digital Mix Speed: 3780.591 | Time: 3.10s

[38/343] Analyzing (a=19, b=35, c=10)...
  ✓ Samples: 3,181,651 | Chi-Sq Stat: 1221.4170 | Chi-Sq p-value: 0.0 | MAD: 0.00172 | KS D-Max: 0.00443 | Dmix: 0.007751 | Digital Mix Speed: 3780.612 | Time: 3.05s

[39/343] Analyzing (a=19, b=35, c=11)...
  ✓ Samples: 3,181,340 | Chi-Sq Stat: 1233.1198 | Chi-Sq p-value: 0.0 | MAD: 0.00173 | KS D-Max: 0.00441 | Dmix: 0.007801 | Digital Mix Speed: 3758.734 | Time: 3.30s

[40/343] Analyzing (a=19, b=35, c=12)...
  ✓ Samples: 3,181,411 | Chi-Sq Stat: 1204.5105 | Chi-Sq p-value: 0.0 | MAD: 0.00172 | KS D-Max: 0.00439 | Dmix: 0.007726 | Digital Mix Speed: 3780.593 | Time: 3.08s

[41/343] Analyzing (a=19, b=35, c=13)...
  ✓ Samples: 3,181,333 | Chi-Sq Stat: 1224.6542 | Chi-Sq p-value: 0.0 | MAD: 0.00173 | KS D-Max: 0.00439 | Dmix: 0.007776 | Digital Mix Speed: 3758.734 | Time: 3.07s

[42/343] Analyzing (a=19, b=35, c=14)...
  ✓ Samples: 3,181,489 | Chi-Sq Stat: 1238.0049 | Chi-Sq p-value: 0.0 | MAD: 0.00174 | KS D-Max: 0.00443 | Dmix: 0.007840 | Digital Mix Speed: 3737.144 | Time: 3.22s

[43/343] Analyzing (a=19, b=36, c=8)...
  ✓ Samples: 3,147,762 | Chi-Sq Stat: 1118.1717 | Chi-Sq p-value: 0.0 | MAD: 0.00179 | KS D-Max: 0.00449 | Dmix: 0.008039 | Digital Mix Speed: 3630.169 | Time: 2.98s

[44/343] Analyzing (a=19, b=36, c=9)...
  ✓ Samples: 3,147,639 | Chi-Sq Stat: 1134.7300 | Chi-Sq p-value: 0.0 | MAD: 0.00179 | KS D-Max: 0.00443 | Dmix: 0.008071 | Digital Mix Speed: 3630.159 | Time: 3.08s

[45/343] Analyzing (a=19, b=36, c=10)...
  ✓ Samples: 3,147,784 | Chi-Sq Stat: 1112.3324 | Chi-Sq p-value: 0.0 | MAD: 0.00180 | KS D-Max: 0.00438 | Dmix: 0.008114 | Digital Mix Speed: 3610.003 | Time: 3.17s

[46/343] Analyzing (a=19, b=36, c=11)...
  ✓ Samples: 3,147,611 | Chi-Sq Stat: 1153.3696 | Chi-Sq p-value: 0.0 | MAD: 0.00181 | KS D-Max: 0.00446 | Dmix: 0.008148 | Digital Mix Speed: 3590.045 | Time: 3.15s

[47/343] Analyzing (a=19, b=36, c=12)...
  ✓ Samples: 3,147,661 | Chi-Sq Stat: 1159.0056 | Chi-Sq p-value: 0.0 | MAD: 0.00182 | KS D-Max: 0.00444 | Dmix: 0.008182 | Digital Mix Speed: 3570.323 | Time: 3.07s

[48/343] Analyzing (a=19, b=36, c=13)...
  ✓ Samples: 3,147,669 | Chi-Sq Stat: 1124.6707 | Chi-Sq p-value: 0.0 | MAD: 0.00180 | KS D-Max: 0.00446 | Dmix: 0.008118 | Digital Mix Speed: 3609.994 | Time: 3.20s

[49/343] Analyzing (a=19, b=36, c=14)...
  ✓ Samples: 3,147,605 | Chi-Sq Stat: 1155.2675 | Chi-Sq p-value: 0.0 | MAD: 0.00181 | KS D-Max: 0.00439 | Dmix: 0.008164 | Digital Mix Speed: 3590.044 | Time: 3.06s

[50/343] Analyzing (a=20, b=30, c=8)...
  ✓ Samples: 3,226,841 | Chi-Sq Stat: 5078.4735 | Chi-Sq p-value: 0.0 | MAD: 0.00354 | KS D-Max: 0.01050 | Dmix: 0.015916 | Digital Mix Speed: 1838.638 | Time: 3.10s

[51/343] Analyzing (a=20, b=30, c=9)...
  ✓ Samples: 3,226,841 | Chi-Sq Stat: 5081.7795 | Chi-Sq p-value: 0.0 | MAD: 0.00354 | KS D-Max: 0.01051 | Dmix: 0.015918 | Digital Mix Speed: 1838.638 | Time: 3.30s

[52/343] Analyzing (a=20, b=30, c=10)...
  ✓ Samples: 3,335,631 | Chi-Sq Stat: 1680.5126 | Chi-Sq p-value: 0.0 | MAD: 0.00209 | KS D-Max: 0.00927 | Dmix: 0.009383 | Digital Mix Speed: 3121.138 | Time: 3.27s

[53/343] Analyzing (a=20, b=30, c=11)...
  ✓ Samples: 3,226,841 | Chi-Sq Stat: 5078.3265 | Chi-Sq p-value: 0.0 | MAD: 0.00354 | KS D-Max: 0.01050 | Dmix: 0.015915 | Digital Mix Speed: 1838.638 | Time: 3.08s

[54/343] Analyzing (a=20, b=30, c=12)...
  ✓ Samples: 3,226,841 | Chi-Sq Stat: 5080.0011 | Chi-Sq p-value: 0.0 | MAD: 0.00354 | KS D-Max: 0.01050 | Dmix: 0.015920 | Digital Mix Speed: 1838.638 | Time: 3.28s

[55/343] Analyzing (a=20, b=30, c=13)...
  ✓ Samples: 3,226,841 | Chi-Sq Stat: 5081.1859 | Chi-Sq p-value: 0.0 | MAD: 0.00354 | KS D-Max: 0.01051 | Dmix: 0.015925 | Digital Mix Speed: 1838.638 | Time: 3.07s

[56/343] Analyzing (a=20, b=30, c=14)...
  ✓ Samples: 3,226,841 | Chi-Sq Stat: 5083.9212 | Chi-Sq p-value: 0.0 | MAD: 0.00354 | KS D-Max: 0.01051 | Dmix: 0.015930 | Digital Mix Speed: 1838.638 | Time: 3.15s

[57/343] Analyzing (a=20, b=31, c=8)...
  ✓ Samples: 3,241,820 | Chi-Sq Stat: 14875.0807 | Chi-Sq p-value: 0.0 | MAD: 0.00460 | KS D-Max: 0.01535 | Dmix: 0.020719 | Digital Mix Speed: 1415.389 | Time: 3.29s

[58/343] Analyzing (a=20, b=31, c=9)...
  ✓ Samples: 3,297,634 | Chi-Sq Stat: 7476.6844 | Chi-Sq p-value: 0.0 | MAD: 0.00431 | KS D-Max: 0.01347 | Dmix: 0.019413 | Digital Mix Speed: 1512.344 | Time: 3.20s

[59/343] Analyzing (a=20, b=31, c=10)...
  ✓ Samples: 3,221,774 | Chi-Sq Stat: 25326.7696 | Chi-Sq p-value: 0.0 | MAD: 0.00691 | KS D-Max: 0.01857 | Dmix: 0.031088 | Digital Mix Speed: 941.837 | Time: 3.17s

[60/343] Analyzing (a=20, b=31, c=11)...
  ✓ Samples: 3,297,620 | Chi-Sq Stat: 7505.8434 | Chi-Sq p-value: 0.0 | MAD: 0.00431 | KS D-Max: 0.01348 | Dmix: 0.019391 | Digital Mix Speed: 1512.344 | Time: 3.37s

[61/343] Analyzing (a=20, b=31, c=12)...
  ✓ Samples: 3,241,822 | Chi-Sq Stat: 14848.4723 | Chi-Sq p-value: 0.0 | MAD: 0.00460 | KS D-Max: 0.01534 | Dmix: 0.020702 | Digital Mix Speed: 1415.389 | Time: 3.16s

[62/343] Analyzing (a=20, b=31, c=13)...
  ✓ Samples: 3,297,620 | Chi-Sq Stat: 7413.2098 | Chi-Sq p-value: 0.0 | MAD: 0.00431 | KS D-Max: 0.01347 | Dmix: 0.019407 | Digital Mix Speed: 1512.344 | Time: 3.25s

[63/343] Analyzing (a=20, b=31, c=14)...
  ✓ Samples: 3,297,671 | Chi-Sq Stat: 7488.3569 | Chi-Sq p-value: 0.0 | MAD: 0.00431 | KS D-Max: 0.01353 | Dmix: 0.019411 | Digital Mix Speed: 1512.345 | Time: 3.17s

[64/343] Analyzing (a=20, b=32, c=8)...
  ✓ Samples: 3,510,813 | Chi-Sq Stat: 2389.7839 | Chi-Sq p-value: 0.0 | MAD: 0.00244 | KS D-Max: 0.00652 | Dmix: 0.011002 | Digital Mix Speed: 2682.544 | Time: 3.58s

[65/343] Analyzing (a=20, b=32, c=9)...
  ✓ Samples: 3,181,304 | Chi-Sq Stat: 74540.9032 | Chi-Sq p-value: 0.0 | MAD: 0.01487 | KS D-Max: 0.02783 | Dmix: 0.066902 | Digital Mix Speed: 437.297 | Time: 3.02s

[66/343] Analyzing (a=20, b=32, c=10)...
  ✓ Samples: 3,181,304 | Chi-Sq Stat: 74539.5445 | Chi-Sq p-value: 0.0 | MAD: 0.01487 | KS D-Max: 0.02783 | Dmix: 0.066900 | Digital Mix Speed: 437.297 | Time: 3.08s

[67/343] Analyzing (a=20, b=32, c=11)...
  ✓ Samples: 3,181,304 | Chi-Sq Stat: 74546.1585 | Chi-Sq p-value: 0.0 | MAD: 0.01487 | KS D-Max: 0.02783 | Dmix: 0.066901 | Digital Mix Speed: 437.297 | Time: 3.18s

[68/343] Analyzing (a=20, b=32, c=12)...
  ✓ Samples: 3,510,740 | Chi-Sq Stat: 2415.2500 | Chi-Sq p-value: 0.0 | MAD: 0.00245 | KS D-Max: 0.00660 | Dmix: 0.011013 | Digital Mix Speed: 2671.591 | Time: 3.41s

[69/343] Analyzing (a=20, b=32, c=13)...
  ✓ Samples: 3,181,304 | Chi-Sq Stat: 74536.2515 | Chi-Sq p-value: 0.0 | MAD: 0.01487 | KS D-Max: 0.02782 | Dmix: 0.066896 | Digital Mix Speed: 437.297 | Time: 3.09s

[70/343] Analyzing (a=20, b=32, c=14)...
  ✓ Samples: 3,181,301 | Chi-Sq Stat: 74534.8717 | Chi-Sq p-value: 0.0 | MAD: 0.01487 | KS D-Max: 0.02782 | Dmix: 0.066895 | Digital Mix Speed: 437.297 | Time: 3.11s

[71/343] Analyzing (a=20, b=33, c=8)...
  ✓ Samples: 3,156,245 | Chi-Sq Stat: 2079.9324 | Chi-Sq p-value: 0.0 | MAD: 0.00248 | KS D-Max: 0.00752 | Dmix: 0.011174 | Digital Mix Speed: 2620.633 | Time: 3.10s

[72/343] Analyzing (a=20, b=33, c=9)...
  ✓ Samples: 3,156,252 | Chi-Sq Stat: 2071.0619 | Chi-Sq p-value: 0.0 | MAD: 0.00248 | KS D-Max: 0.00751 | Dmix: 0.011143 | Digital Mix Speed: 2620.634 | Time: 3.02s

[73/343] Analyzing (a=20, b=33, c=10)...
  ✓ Samples: 3,143,733 | Chi-Sq Stat: 2389.4270 | Chi-Sq p-value: 0.0 | MAD: 0.00270 | KS D-Max: 0.00772 | Dmix: 0.012158 | Digital Mix Speed: 2406.461 | Time: 3.12s

[74/343] Analyzing (a=20, b=33, c=11)...
  ✓ Samples: 3,156,233 | Chi-Sq Stat: 2086.6635 | Chi-Sq p-value: 0.0 | MAD: 0.00249 | KS D-Max: 0.00753 | Dmix: 0.011193 | Digital Mix Speed: 2610.108 | Time: 3.09s

[75/343] Analyzing (a=20, b=33, c=12)...
  ✓ Samples: 3,156,235 | Chi-Sq Stat: 2078.1763 | Chi-Sq p-value: 0.0 | MAD: 0.00248 | KS D-Max: 0.00752 | Dmix: 0.011170 | Digital Mix Speed: 2620.633 | Time: 3.02s

[76/343] Analyzing (a=20, b=33, c=13)...
  ✓ Samples: 3,156,214 | Chi-Sq Stat: 2082.7295 | Chi-Sq p-value: 0.0 | MAD: 0.00249 | KS D-Max: 0.00751 | Dmix: 0.011184 | Digital Mix Speed: 2610.107 | Time: 3.23s

[77/343] Analyzing (a=20, b=33, c=14)...
  ✓ Samples: 3,156,103 | Chi-Sq Stat: 2078.5450 | Chi-Sq p-value: 0.0 | MAD: 0.00248 | KS D-Max: 0.00751 | Dmix: 0.011180 | Digital Mix Speed: 2620.625 | Time: 3.06s

[78/343] Analyzing (a=20, b=34, c=8)...
  ✓ Samples: 3,178,478 | Chi-Sq Stat: 605.9282 | Chi-Sq p-value: 0.0 | MAD: 0.00141 | KS D-Max: 0.00613 | Dmix: 0.006324 | Digital Mix Speed: 4611.503 | Time: 3.13s

[79/343] Analyzing (a=20, b=34, c=9)...
  ✓ Samples: 3,121,846 | Chi-Sq Stat: 890.2644 | Chi-Sq p-value: 0.0 | MAD: 0.00174 | KS D-Max: 0.00785 | Dmix: 0.007848 | Digital Mix Speed: 3732.420 | Time: 3.13s

[80/343] Analyzing (a=20, b=34, c=10)...
  ✓ Samples: 3,133,500 | Chi-Sq Stat: 826.3626 | Chi-Sq p-value: 0.0 | MAD: 0.00170 | KS D-Max: 0.00763 | Dmix: 0.007628 | Digital Mix Speed: 3821.194 | Time: 2.97s

[81/343] Analyzing (a=20, b=34, c=11)...
  ✓ Samples: 3,121,844 | Chi-Sq Stat: 888.8698 | Chi-Sq p-value: 0.0 | MAD: 0.00174 | KS D-Max: 0.00785 | Dmix: 0.007847 | Digital Mix Speed: 3732.420 | Time: 3.02s

[82/343] Analyzing (a=20, b=34, c=12)...
  ✓ Samples: 3,178,454 | Chi-Sq Stat: 600.5117 | Chi-Sq p-value: 0.0 | MAD: 0.00140 | KS D-Max: 0.00612 | Dmix: 0.006295 | Digital Mix Speed: 4644.440 | Time: 3.22s

[83/343] Analyzing (a=20, b=34, c=13)...
  ✓ Samples: 3,121,844 | Chi-Sq Stat: 889.0596 | Chi-Sq p-value: 0.0 | MAD: 0.00174 | KS D-Max: 0.00785 | Dmix: 0.007847 | Digital Mix Speed: 3732.420 | Time: 3.00s

[84/343] Analyzing (a=20, b=34, c=14)...
  ✓ Samples: 3,133,588 | Chi-Sq Stat: 825.2009 | Chi-Sq p-value: 0.0 | MAD: 0.00169 | KS D-Max: 0.00762 | Dmix: 0.007620 | Digital Mix Speed: 3843.812 | Time: 3.07s

[85/343] Analyzing (a=20, b=35, c=8)...
  ✓ Samples: 3,114,837 | Chi-Sq Stat: 1686.9364 | Chi-Sq p-value: 0.0 | MAD: 0.00191 | KS D-Max: 0.00325 | Dmix: 0.008594 | Digital Mix Speed: 3399.704 | Time: 2.94s

[86/343] Analyzing (a=20, b=35, c=9)...
  ✓ Samples: 3,114,837 | Chi-Sq Stat: 1685.8302 | Chi-Sq p-value: 0.0 | MAD: 0.00191 | KS D-Max: 0.00324 | Dmix: 0.008595 | Digital Mix Speed: 3399.704 | Time: 3.09s

[87/343] Analyzing (a=20, b=35, c=10)...
  ✓ Samples: 3,191,698 | Chi-Sq Stat: 573.4317 | Chi-Sq p-value: 0.0 | MAD: 0.00108 | KS D-Max: 0.00334 | Dmix: 0.004869 | Digital Mix Speed: 6022.242 | Time: 3.01s

[88/343] Analyzing (a=20, b=35, c=11)...
  ✓ Samples: 3,114,837 | Chi-Sq Stat: 1688.1973 | Chi-Sq p-value: 0.0 | MAD: 0.00191 | KS D-Max: 0.00325 | Dmix: 0.008598 | Digital Mix Speed: 3399.704 | Time: 3.03s

[89/343] Analyzing (a=20, b=35, c=12)...
  ✓ Samples: 3,114,837 | Chi-Sq Stat: 1686.8875 | Chi-Sq p-value: 0.0 | MAD: 0.00191 | KS D-Max: 0.00325 | Dmix: 0.008594 | Digital Mix Speed: 3399.704 | Time: 3.08s

[90/343] Analyzing (a=20, b=35, c=13)...
  ✓ Samples: 3,114,837 | Chi-Sq Stat: 1685.3573 | Chi-Sq p-value: 0.0 | MAD: 0.00191 | KS D-Max: 0.00325 | Dmix: 0.008589 | Digital Mix Speed: 3399.704 | Time: 3.02s

[91/343] Analyzing (a=20, b=35, c=14)...
  ✓ Samples: 3,114,837 | Chi-Sq Stat: 1684.7637 | Chi-Sq p-value: 0.0 | MAD: 0.00191 | KS D-Max: 0.00324 | Dmix: 0.008590 | Digital Mix Speed: 3399.704 | Time: 2.98s

[92/343] Analyzing (a=20, b=36, c=8)...
  ✓ Samples: 4,280,558 | Chi-Sq Stat: 633.9561 | Chi-Sq p-value: 0.0 | MAD: 0.00101 | KS D-Max: 0.00399 | Dmix: 0.004540 | Digital Mix Speed: 6565.842 | Time: 4.54s

[93/343] Analyzing (a=20, b=36, c=9)...
  ✓ Samples: 3,084,417 | Chi-Sq Stat: 3035.7776 | Chi-Sq p-value: 0.0 | MAD: 0.00290 | KS D-Max: 0.00682 | Dmix: 0.013039 | Digital Mix Speed: 2237.646 | Time: 3.00s

[94/343] Analyzing (a=20, b=36, c=10)...
  ✓ Samples: 3,084,416 | Chi-Sq Stat: 3034.8314 | Chi-Sq p-value: 0.0 | MAD: 0.00290 | KS D-Max: 0.00682 | Dmix: 0.013035 | Digital Mix Speed: 2237.646 | Time: 2.98s

[95/343] Analyzing (a=20, b=36, c=11)...
  ✓ Samples: 3,084,416 | Chi-Sq Stat: 3037.5941 | Chi-Sq p-value: 0.0 | MAD: 0.00290 | KS D-Max: 0.00682 | Dmix: 0.013040 | Digital Mix Speed: 2237.646 | Time: 3.07s

[96/343] Analyzing (a=20, b=36, c=12)...
  ✓ Samples: 4,198,414 | Chi-Sq Stat: 582.7471 | Chi-Sq p-value: 0.0 | MAD: 0.00096 | KS D-Max: 0.00379 | Dmix: 0.004332 | Digital Mix Speed: 6899.047 | Time: 4.49s

[97/343] Analyzing (a=20, b=36, c=13)...
  ✓ Samples: 3,084,416 | Chi-Sq Stat: 3037.0753 | Chi-Sq p-value: 0.0 | MAD: 0.00290 | KS D-Max: 0.00682 | Dmix: 0.013039 | Digital Mix Speed: 2237.646 | Time: 3.02s

[98/343] Analyzing (a=20, b=36, c=14)...
