Added 0 trivial states as holes

=== SWISS CHEESE CUBE SCAN ===
Cube center: (21, 14, 12)
  ✓ Samples: 4,830,881 | Chi-Sq Stat: 1371.0241 | Chi-Sq p-value: 0.0 | MAD: 0.00144 | KS D-Max: 0.00650 | Dmix: 0.006501 | Digital Mix Speed: 4641.685 | Time: 5.18s

[18/343] Analyzing (a=18, b=13, c=12)...
  ✓ Samples: 4,250,539 | Chi-Sq Stat: 1983.1648 | Chi-Sq p-value: 0.0 | MAD: 0.00200 | KS D-Max: 0.00458 | Dmix: 0.008997 | Digital Mix Speed: 3314.222 | Time: 4.24s

[19/343] Analyzing (a=18, b=13, c=13)...
  ✓ Samples: 4,830,993 | Chi-Sq Stat: 1492.5473 | Chi-Sq p-value: 0.0 | MAD: 0.00153 | KS D-Max: 0.00687 | Dmix: 0.006868 | Digital Mix Speed: 4368.651 | Time: 5.11s

[20/343] Analyzing (a=18, b=13, c=14)...
  ✓ Samples: 4,340,659 | Chi-Sq Stat: 2464.4986 | Chi-Sq p-value: 0.0 | MAD: 0.00231 | KS D-Max: 0.00546 | Dmix: 0.010401 | Digital Mix Speed: 2873.401 | Time: 4.37s

[21/343] Analyzing (a=18, b=13, c=15)...
  ✓ Samples: 4,283,884 | Chi-Sq Stat: 2846.9147 | Chi-Sq p-value: 0.0 | MAD: 0.00253 | KS D-Max: 0.00590 | Dmix: 0.011377 | Digital Mix Speed: 2621.280 | Time: 4.43s

[22/343] Analyzing (a=18, b=14, c=9)...
  ✓ Samples: 4,127,217 | Chi-Sq Stat: 12.3071 | Chi-Sq p-value: 0.13802 | MAD: 0.00013 | KS D-Max: 0.00035 | Dmix: 0.000577 | Digital Mix Speed: 50889.672 | Time: 4.05s

[23/343] Analyzing (a=18, b=14, c=10)...
  ✓ Samples: 4,335,116 | Chi-Sq Stat: 807.5618 | Chi-Sq p-value: 0.0 | MAD: 0.00132 | KS D-Max: 0.00345 | Dmix: 0.005931 | Digital Mix Speed: 5028.031 | Time: 4.47s

[24/343] Analyzing (a=18, b=14, c=11)...
  ✓ Samples: 4,127,217 | Chi-Sq Stat: 12.2054 | Chi-Sq p-value: 0.14227 | MAD: 0.00013 | KS D-Max: 0.00035 | Dmix: 0.000581 | Digital Mix Speed: 50889.672 | Time: 4.12s

[25/343] Analyzing (a=18, b=14, c=12)...
  ✓ Samples: 4,150,592 | Chi-Sq Stat: 66.8514 | Chi-Sq p-value: 0.0 | MAD: 0.00034 | KS D-Max: 0.00153 | Dmix: 0.001526 | Digital Mix Speed: 19465.030 | Time: 4.27s

[26/343] Analyzing (a=18, b=14, c=13)...
  ✓ Samples: 4,127,216 | Chi-Sq Stat: 12.2266 | Chi-Sq p-value: 0.14137 | MAD: 0.00013 | KS D-Max: 0.00035 | Dmix: 0.000580 | Digital Mix Speed: 50889.671 | Time: 4.09s

[27/343] Analyzing (a=18, b=14, c=14)...
  ✓ Samples: 4,335,274 | Chi-Sq Stat: 802.4508 | Chi-Sq p-value: 0.0 | MAD: 0.00131 | KS D-Max: 0.00346 | Dmix: 0.005892 | Digital Mix Speed: 5066.425 | Time: 4.33s

[28/343] Analyzing (a=18, b=14, c=15)...
  ✓ Samples: 4,127,216 | Chi-Sq Stat: 12.5240 | Chi-Sq p-value: 0.12931 | MAD: 0.00013 | KS D-Max: 0.00035 | Dmix: 0.000591 | Digital Mix Speed: 50889.671 | Time: 4.22s

[29/343] Analyzing (a=18, b=15, c=9)...
  ✓ Samples: 7,975,134 | Chi-Sq Stat: 1242.5842 | Chi-Sq p-value: 0.0 | MAD: 0.00107 | KS D-Max: 0.00449 | Dmix: 0.004837 | Digital Mix Speed: 6450.222 | Time: 9.94s

[30/343] Analyzing (a=18, b=15, c=10)...
  ✓ Samples: 4,026,281 | Chi-Sq Stat: 379.9671 | Chi-Sq p-value: 0.0 | MAD: 0.00091 | KS D-Max: 0.00310 | Dmix: 0.004090 | Digital Mix Speed: 7258.136 | Time: 4.00s

[31/343] Analyzing (a=18, b=15, c=11)...
  ✓ Samples: 4,026,281 | Chi-Sq Stat: 378.8514 | Chi-Sq p-value: 0.0 | MAD: 0.00091 | KS D-Max: 0.00310 | Dmix: 0.004086 | Digital Mix Speed: 7258.136 | Time: 4.12s

[32/343] Analyzing (a=18, b=15, c=12)...
  ✓ Samples: 4,049,360 | Chi-Sq Stat: 394.5037 | Chi-Sq p-value: 0.0 | MAD: 0.00095 | KS D-Max: 0.00381 | Dmix: 0.004290 | Digital Mix Speed: 6955.144 | Time: 3.96s

[33/343] Analyzing (a=18, b=15, c=13)...
  ✓ Samples: 4,026,281 | Chi-Sq Stat: 376.7566 | Chi-Sq p-value: 0.0 | MAD: 0.00091 | KS D-Max: 0.00310 | Dmix: 0.004077 | Digital Mix Speed: 7258.136 | Time: 3.98s

[34/343] Analyzing (a=18, b=15, c=14)...
  ✓ Samples: 4,026,281 | Chi-Sq Stat: 377.2017 | Chi-Sq p-value: 0.0 | MAD: 0.00091 | KS D-Max: 0.00310 | Dmix: 0.004079 | Digital Mix Speed: 7258.136 | Time: 4.08s

[35/343] Analyzing (a=18, b=15, c=15)...
  ✓ Samples: 4,049,229 | Chi-Sq Stat: 405.4872 | Chi-Sq p-value: 0.0 | MAD: 0.00096 | KS D-Max: 0.00383 | Dmix: 0.004333 | Digital Mix Speed: 6882.680 | Time: 4.07s

[36/343] Analyzing (a=18, b=16, c=9)...
  ✓ Samples: 3,930,402 | Chi-Sq Stat: 866.8328 | Chi-Sq p-value: 0.0 | MAD: 0.00133 | KS D-Max: 0.00214 | Dmix: 0.006002 | Digital Mix Speed: 4958.223 | Time: 4.04s

[37/343] Analyzing (a=18, b=16, c=10)...
  ✓ Samples: 4,897,541 | Chi-Sq Stat: 2320.5255 | Chi-Sq p-value: 0.0 | MAD: 0.00184 | KS D-Max: 0.00788 | Dmix: 0.008258 | Digital Mix Speed: 3635.858 | Time: 5.11s

[38/343] Analyzing (a=18, b=16, c=11)...
  ✓ Samples: 3,930,402 | Chi-Sq Stat: 866.5029 | Chi-Sq p-value: 0.0 | MAD: 0.00133 | KS D-Max: 0.00214 | Dmix: 0.006004 | Digital Mix Speed: 4958.223 | Time: 4.02s

[39/343] Analyzing (a=18, b=16, c=12)...
  ✓ Samples: 3,975,149 | Chi-Sq Stat: 590.6219 | Chi-Sq p-value: 0.0 | MAD: 0.00105 | KS D-Max: 0.00230 | Dmix: 0.004706 | Digital Mix Speed: 6285.098 | Time: 4.01s

[40/343] Analyzing (a=18, b=16, c=13)...
  ✓ Samples: 3,930,400 | Chi-Sq Stat: 865.7465 | Chi-Sq p-value: 0.0 | MAD: 0.00133 | KS D-Max: 0.00213 | Dmix: 0.006001 | Digital Mix Speed: 4958.223 | Time: 3.91s

[41/343] Analyzing (a=18, b=16, c=14)...
  ✓ Samples: 4,896,782 | Chi-Sq Stat: 2228.5856 | Chi-Sq p-value: 0.0 | MAD: 0.00184 | KS D-Max: 0.00756 | Dmix: 0.008287 | Digital Mix Speed: 3635.821 | Time: 5.33s

[42/343] Analyzing (a=18, b=16, c=15)...
  ✓ Samples: 3,930,400 | Chi-Sq Stat: 865.8633 | Chi-Sq p-value: 0.0 | MAD: 0.00133 | KS D-Max: 0.00213 | Dmix: 0.006000 | Digital Mix Speed: 4958.223 | Time: 3.83s

[43/343] Analyzing (a=18, b=17, c=9)...
  ✓ Samples: 3,849,628 | Chi-Sq Stat: 1565.0027 | Chi-Sq p-value: 0.0 | MAD: 0.00198 | KS D-Max: 0.00517 | Dmix: 0.008923 | Digital Mix Speed: 3325.969 | Time: 4.01s

[44/343] Analyzing (a=18, b=17, c=10)...
  ✓ Samples: 3,849,625 | Chi-Sq Stat: 1574.5991 | Chi-Sq p-value: 0.0 | MAD: 0.00199 | KS D-Max: 0.00518 | Dmix: 0.008943 | Digital Mix Speed: 3309.255 | Time: 3.86s

[45/343] Analyzing (a=18, b=17, c=11)...
  ✓ Samples: 3,849,624 | Chi-Sq Stat: 1586.5729 | Chi-Sq p-value: 0.0 | MAD: 0.00199 | KS D-Max: 0.00520 | Dmix: 0.008960 | Digital Mix Speed: 3309.255 | Time: 3.93s

[46/343] Analyzing (a=18, b=17, c=12)...
  ✓ Samples: 3,849,623 | Chi-Sq Stat: 1589.6595 | Chi-Sq p-value: 0.0 | MAD: 0.00199 | KS D-Max: 0.00520 | Dmix: 0.008955 | Digital Mix Speed: 3309.255 | Time: 3.76s

[47/343] Analyzing (a=18, b=17, c=13)...
  ✓ Samples: 3,849,628 | Chi-Sq Stat: 1592.9919 | Chi-Sq p-value: 0.0 | MAD: 0.00199 | KS D-Max: 0.00522 | Dmix: 0.008965 | Digital Mix Speed: 3309.256 | Time: 3.73s

[48/343] Analyzing (a=18, b=17, c=14)...
  ✓ Samples: 3,849,628 | Chi-Sq Stat: 1589.3514 | Chi-Sq p-value: 0.0 | MAD: 0.00199 | KS D-Max: 0.00522 | Dmix: 0.008944 | Digital Mix Speed: 3309.256 | Time: 3.93s

[49/343] Analyzing (a=18, b=17, c=15)...
  ✓ Samples: 3,849,619 | Chi-Sq Stat: 1572.9241 | Chi-Sq p-value: 0.0 | MAD: 0.00198 | KS D-Max: 0.00519 | Dmix: 0.008906 | Digital Mix Speed: 3325.969 | Time: 3.75s

[50/343] Analyzing (a=19, b=11, c=9)...
  ✓ Samples: 4,543,135 | Chi-Sq Stat: 4134.7764 | Chi-Sq p-value: 0.0 | MAD: 0.00292 | KS D-Max: 0.00999 | Dmix: 0.013150 | Digital Mix Speed: 2279.916 | Time: 4.71s

[51/343] Analyzing (a=19, b=11, c=10)...
  ✓ Samples: 4,543,279 | Chi-Sq Stat: 4129.8766 | Chi-Sq p-value: 0.0 | MAD: 0.00292 | KS D-Max: 0.01000 | Dmix: 0.013148 | Digital Mix Speed: 2279.921 | Time: 4.61s

[52/343] Analyzing (a=19, b=11, c=11)...
  ✓ Samples: 4,543,268 | Chi-Sq Stat: 4135.6050 | Chi-Sq p-value: 0.0 | MAD: 0.00292 | KS D-Max: 0.00999 | Dmix: 0.013147 | Digital Mix Speed: 2279.921 | Time: 4.62s

[53/343] Analyzing (a=19, b=11, c=12)...
  ✓ Samples: 4,543,268 | Chi-Sq Stat: 4132.3147 | Chi-Sq p-value: 0.0 | MAD: 0.00292 | KS D-Max: 0.01001 | Dmix: 0.013153 | Digital Mix Speed: 2279.921 | Time: 4.71s

[54/343] Analyzing (a=19, b=11, c=13)...
  ✓ Samples: 4,543,269 | Chi-Sq Stat: 4131.0316 | Chi-Sq p-value: 0.0 | MAD: 0.00292 | KS D-Max: 0.00999 | Dmix: 0.013146 | Digital Mix Speed: 2279.921 | Time: 4.55s

[55/343] Analyzing (a=19, b=11, c=14)...
  ✓ Samples: 4,543,262 | Chi-Sq Stat: 4130.4396 | Chi-Sq p-value: 0.0 | MAD: 0.00292 | KS D-Max: 0.01000 | Dmix: 0.013145 | Digital Mix Speed: 2279.920 | Time: 4.73s

[56/343] Analyzing (a=19, b=11, c=15)...
  ✓ Samples: 4,543,215 | Chi-Sq Stat: 4135.3391 | Chi-Sq p-value: 0.0 | MAD: 0.00293 | KS D-Max: 0.01001 | Dmix: 0.013167 | Digital Mix Speed: 2272.138 | Time: 4.59s

[57/343] Analyzing (a=19, b=12, c=9)...
  ✓ Samples: 4,415,728 | Chi-Sq Stat: 8297.8303 | Chi-Sq p-value: 0.0 | MAD: 0.00363 | KS D-Max: 0.01546 | Dmix: 0.016346 | Digital Mix Speed: 1830.579 | Time: 4.51s

[58/343] Analyzing (a=19, b=12, c=10)...
  ✓ Samples: 4,415,813 | Chi-Sq Stat: 8281.8968 | Chi-Sq p-value: 0.0 | MAD: 0.00364 | KS D-Max: 0.01546 | Dmix: 0.016369 | Digital Mix Speed: 1825.552 | Time: 4.54s

[59/343] Analyzing (a=19, b=12, c=11)...
  ✓ Samples: 4,415,858 | Chi-Sq Stat: 8278.8319 | Chi-Sq p-value: 0.0 | MAD: 0.00363 | KS D-Max: 0.01545 | Dmix: 0.016331 | Digital Mix Speed: 1830.583 | Time: 4.61s

[60/343] Analyzing (a=19, b=12, c=12)...
  ✓ Samples: 4,415,854 | Chi-Sq Stat: 8273.1149 | Chi-Sq p-value: 0.0 | MAD: 0.00363 | KS D-Max: 0.01546 | Dmix: 0.016347 | Digital Mix Speed: 1830.583 | Time: 4.53s

[61/343] Analyzing (a=19, b=12, c=13)...
  ✓ Samples: 4,415,560 | Chi-Sq Stat: 8315.0453 | Chi-Sq p-value: 0.0 | MAD: 0.00363 | KS D-Max: 0.01548 | Dmix: 0.016337 | Digital Mix Speed: 1830.575 | Time: 4.58s

[62/343] Analyzing (a=19, b=12, c=14)...
  ✓ Samples: 4,415,084 | Chi-Sq Stat: 8233.5591 | Chi-Sq p-value: 0.0 | MAD: 0.00361 | KS D-Max: 0.01543 | Dmix: 0.016253 | Digital Mix Speed: 1840.703 | Time: 4.49s

[63/343] Analyzing (a=19, b=12, c=15)...
  ✓ Samples: 4,415,763 | Chi-Sq Stat: 8304.3138 | Chi-Sq p-value: 0.0 | MAD: 0.00363 | KS D-Max: 0.01545 | Dmix: 0.016345 | Digital Mix Speed: 1830.580 | Time: 4.61s

[64/343] Analyzing (a=19, b=13, c=9)...
  ✓ Samples: 4,742,655 | Chi-Sq Stat: 1131.9909 | Chi-Sq p-value: 0.0 | MAD: 0.00121 | KS D-Max: 0.00545 | Dmix: 0.005448 | Digital Mix Speed: 5517.373 | Time: 4.86s

[65/343] Analyzing (a=19, b=13, c=10)...
  ✓ Samples: 4,741,964 | Chi-Sq Stat: 1096.5370 | Chi-Sq p-value: 0.0 | MAD: 0.00118 | KS D-Max: 0.00530 | Dmix: 0.005298 | Digital Mix Speed: 5657.592 | Time: 4.92s

[66/343] Analyzing (a=19, b=13, c=11)...
  ✓ Samples: 4,741,808 | Chi-Sq Stat: 1050.5429 | Chi-Sq p-value: 0.0 | MAD: 0.00115 | KS D-Max: 0.00519 | Dmix: 0.005194 | Digital Mix Speed: 5805.169 | Time: 4.82s

[67/343] Analyzing (a=19, b=13, c=12)...
  ✓ Samples: 4,741,404 | Chi-Sq Stat: 1022.1433 | Chi-Sq p-value: 0.0 | MAD: 0.00115 | KS D-Max: 0.00516 | Dmix: 0.005159 | Digital Mix Speed: 5805.136 | Time: 5.08s

[68/343] Analyzing (a=19, b=13, c=13)...
  ✓ Samples: 4,741,996 | Chi-Sq Stat: 1032.2593 | Chi-Sq p-value: 0.0 | MAD: 0.00115 | KS D-Max: 0.00518 | Dmix: 0.005181 | Digital Mix Speed: 5805.184 | Time: 4.96s

[69/343] Analyzing (a=19, b=13, c=14)...
  ✓ Samples: 4,742,446 | Chi-Sq Stat: 1058.3266 | Chi-Sq p-value: 0.0 | MAD: 0.00117 | KS D-Max: 0.00524 | Dmix: 0.005243 | Digital Mix Speed: 5705.985 | Time: 5.05s

[70/343] Analyzing (a=19, b=13, c=15)...
  ✓ Samples: 4,742,314 | Chi-Sq Stat: 1025.8853 | Chi-Sq p-value: 0.0 | MAD: 0.00115 | KS D-Max: 0.00517 | Dmix: 0.005169 | Digital Mix Speed: 5805.209 | Time: 4.96s

[71/343] Analyzing (a=19, b=14, c=9)...
  ✓ Samples: 4,593,033 | Chi-Sq Stat: 2211.2818 | Chi-Sq p-value: 0.0 | MAD: 0.00189 | KS D-Max: 0.00751 | Dmix: 0.008495 | Digital Mix Speed: 3524.920 | Time: 4.86s

[72/343] Analyzing (a=19, b=14, c=10)...
  ✓ Samples: 4,592,391 | Chi-Sq Stat: 2275.4698 | Chi-Sq p-value: 0.0 | MAD: 0.00190 | KS D-Max: 0.00774 | Dmix: 0.008562 | Digital Mix Speed: 3506.336 | Time: 4.75s

[73/343] Analyzing (a=19, b=14, c=11)...
  ✓ Samples: 4,592,504 | Chi-Sq Stat: 2300.4231 | Chi-Sq p-value: 0.0 | MAD: 0.00192 | KS D-Max: 0.00777 | Dmix: 0.008648 | Digital Mix Speed: 3469.817 | Time: 4.96s

[74/343] Analyzing (a=19, b=14, c=12)...
  ✓ Samples: 4,592,731 | Chi-Sq Stat: 2242.4747 | Chi-Sq p-value: 0.0 | MAD: 0.00187 | KS D-Max: 0.00767 | Dmix: 0.008416 | Digital Mix Speed: 3562.605 | Time: 4.85s

[75/343] Analyzing (a=19, b=14, c=13)...
  ✓ Samples: 4,592,145 | Chi-Sq Stat: 2273.4593 | Chi-Sq p-value: 0.0 | MAD: 0.00189 | KS D-Max: 0.00784 | Dmix: 0.008522 | Digital Mix Speed: 3524.876 | Time: 4.91s

[76/343] Analyzing (a=19, b=14, c=14)...
  ✓ Samples: 4,592,748 | Chi-Sq Stat: 2239.8730 | Chi-Sq p-value: 0.0 | MAD: 0.00185 | KS D-Max: 0.00772 | Dmix: 0.008344 | Digital Mix Speed: 3601.120 | Time: 4.77s

[77/343] Analyzing (a=19, b=14, c=15)...
  ✓ Samples: 4,593,047 | Chi-Sq Stat: 2272.1527 | Chi-Sq p-value: 0.0 | MAD: 0.00186 | KS D-Max: 0.00786 | Dmix: 0.008381 | Digital Mix Speed: 3581.775 | Time: 4.91s

[78/343] Analyzing (a=19, b=15, c=9)...
  ✓ Samples: 4,462,737 | Chi-Sq Stat: 1332.9910 | Chi-Sq p-value: 0.0 | MAD: 0.00164 | KS D-Max: 0.00538 | Dmix: 0.007364 | Digital Mix Speed: 4054.635 | Time: 4.56s

[79/343] Analyzing (a=19, b=15, c=10)...
  ✓ Samples: 4,462,659 | Chi-Sq Stat: 1317.9642 | Chi-Sq p-value: 0.0 | MAD: 0.00163 | KS D-Max: 0.00539 | Dmix: 0.007330 | Digital Mix Speed: 4079.505 | Time: 4.65s

[80/343] Analyzing (a=19, b=15, c=11)...
  ✓ Samples: 4,462,480 | Chi-Sq Stat: 1353.1657 | Chi-Sq p-value: 0.0 | MAD: 0.00164 | KS D-Max: 0.00543 | Dmix: 0.007378 | Digital Mix Speed: 4054.620 | Time: 4.67s

[81/343] Analyzing (a=19, b=15, c=12)...
  ✓ Samples: 4,461,963 | Chi-Sq Stat: 1349.6033 | Chi-Sq p-value: 0.0 | MAD: 0.00164 | KS D-Max: 0.00542 | Dmix: 0.007393 | Digital Mix Speed: 4054.589 | Time: 4.65s

[82/343] Analyzing (a=19, b=15, c=13)...
  ✓ Samples: 4,463,015 | Chi-Sq Stat: 1362.1994 | Chi-Sq p-value: 0.0 | MAD: 0.00165 | KS D-Max: 0.00547 | Dmix: 0.007426 | Digital Mix Speed: 4030.078 | Time: 4.73s

[83/343] Analyzing (a=19, b=15, c=14)...
  ✓ Samples: 4,463,128 | Chi-Sq Stat: 1372.9125 | Chi-Sq p-value: 0.0 | MAD: 0.00165 | KS D-Max: 0.00556 | Dmix: 0.007433 | Digital Mix Speed: 4030.084 | Time: 4.60s

[84/343] Analyzing (a=19, b=15, c=15)...
  ✓ Samples: 4,462,032 | Chi-Sq Stat: 1353.8856 | Chi-Sq p-value: 0.0 | MAD: 0.00165 | KS D-Max: 0.00553 | Dmix: 0.007422 | Digital Mix Speed: 4030.020 | Time: 4.75s

[85/343] Analyzing (a=19, b=16, c=9)...
  ✓ Samples: 4,017,549 | Chi-Sq Stat: 453.9029 | Chi-Sq p-value: 0.0 | MAD: 0.00089 | KS D-Max: 0.00230 | Dmix: 0.004014 | Digital Mix Speed: 7420.181 | Time: 4.07s

[86/343] Analyzing (a=19, b=16, c=10)...
  ✓ Samples: 4,017,862 | Chi-Sq Stat: 451.0298 | Chi-Sq p-value: 0.0 | MAD: 0.00088 | KS D-Max: 0.00233 | Dmix: 0.003964 | Digital Mix Speed: 7504.540 | Time: 4.05s

[87/343] Analyzing (a=19, b=16, c=11)...
  ✓ Samples: 4,017,310 | Chi-Sq Stat: 466.8036 | Chi-Sq p-value: 0.0 | MAD: 0.00089 | KS D-Max: 0.00235 | Dmix: 0.004009 | Digital Mix Speed: 7420.152 | Time: 4.08s

[88/343] Analyzing (a=19, b=16, c=12)...
  ✓ Samples: 4,017,981 | Chi-Sq Stat: 476.2255 | Chi-Sq p-value: 0.0 | MAD: 0.00092 | KS D-Max: 0.00231 | Dmix: 0.004121 | Digital Mix Speed: 7178.269 | Time: 4.18s

[89/343] Analyzing (a=19, b=16, c=13)...
  ✓ Samples: 4,017,680 | Chi-Sq Stat: 446.6638 | Chi-Sq p-value: 0.0 | MAD: 0.00089 | KS D-Max: 0.00230 | Dmix: 0.004020 | Digital Mix Speed: 7420.197 | Time: 4.08s

[90/343] Analyzing (a=19, b=16, c=14)...
  ✓ Samples: 4,017,799 | Chi-Sq Stat: 455.7887 | Chi-Sq p-value: 0.0 | MAD: 0.00090 | KS D-Max: 0.00229 | Dmix: 0.004036 | Digital Mix Speed: 7337.765 | Time: 3.98s

[91/343] Analyzing (a=19, b=16, c=15)...
  ✓ Samples: 4,017,589 | Chi-Sq Stat: 436.5138 | Chi-Sq p-value: 0.0 | MAD: 0.00088 | KS D-Max: 0.00229 | Dmix: 0.003979 | Digital Mix Speed: 7504.506 | Time: 4.19s

[92/343] Analyzing (a=19, b=17, c=9)...
  ✓ Samples: 3,930,676 | Chi-Sq Stat: 1506.5796 | Chi-Sq p-value: 0.0 | MAD: 0.00198 | KS D-Max: 0.00519 | Dmix: 0.008926 | Digital Mix Speed: 3330.539 | Time: 3.93s

[93/343] Analyzing (a=19, b=17, c=10)...
  ✓ Samples: 3,930,337 | Chi-Sq Stat: 1510.7740 | Chi-Sq p-value: 0.0 | MAD: 0.00198 | KS D-Max: 0.00520 | Dmix: 0.008898 | Digital Mix Speed: 3330.520 | Time: 4.14s

[94/343] Analyzing (a=19, b=17, c=11)...
  ✓ Samples: 3,930,571 | Chi-Sq Stat: 1505.6117 | Chi-Sq p-value: 0.0 | MAD: 0.00197 | KS D-Max: 0.00523 | Dmix: 0.008868 | Digital Mix Speed: 3347.439 | Time: 3.88s

[95/343] Analyzing (a=19, b=17, c=12)...
  ✓ Samples: 3,930,207 | Chi-Sq Stat: 1495.7794 | Chi-Sq p-value: 0.0 | MAD: 0.00196 | KS D-Max: 0.00517 | Dmix: 0.008816 | Digital Mix Speed: 3364.498 | Time: 3.95s

[96/343] Analyzing (a=19, b=17, c=13)...
  ✓ Samples: 3,930,760 | Chi-Sq Stat: 1505.2829 | Chi-Sq p-value: 0.0 | MAD: 0.00198 | KS D-Max: 0.00519 | Dmix: 0.008896 | Digital Mix Speed: 3330.544 | Time: 4.09s

[97/343] Analyzing (a=19, b=17, c=14)...
  ✓ Samples: 3,930,519 | Chi-Sq Stat: 1504.7372 | Chi-Sq p-value: 0.0 | MAD: 0.00197 | KS D-Max: 0.00520 | Dmix: 0.008873 | Digital Mix Speed: 3347.436 | Time: 3.94s

[98/343] Analyzing (a=19, b=17, c=15)...
