Added 0 trivial states as holes

=== SWISS CHEESE CUBE SCAN ===
Cube center: (18, 14, 9)
  ✓ Samples: 4,585,564 | Chi-Sq Stat: 2781.2081 | Chi-Sq p-value: 0.0 | MAD: 0.00236 | KS D-Max: 0.00750 | Dmix: 0.010636 | Digital Mix Speed: 2822.624 | Time: 4.71s

[18/343] Analyzing (a=15, b=13, c=9)...
  ✓ Samples: 4,267,707 | Chi-Sq Stat: 2385.0775 | Chi-Sq p-value: 0.0 | MAD: 0.00224 | KS D-Max: 0.00516 | Dmix: 0.010069 | Digital Mix Speed: 2959.908 | Time: 4.43s

[19/343] Analyzing (a=15, b=13, c=10)...
  ✓ Samples: 4,255,687 | Chi-Sq Stat: 2114.9453 | Chi-Sq p-value: 0.0 | MAD: 0.00205 | KS D-Max: 0.00470 | Dmix: 0.009212 | Digital Mix Speed: 3233.644 | Time: 4.23s

[20/343] Analyzing (a=15, b=13, c=11)...
  ✓ Samples: 4,585,104 | Chi-Sq Stat: 2718.3204 | Chi-Sq p-value: 0.0 | MAD: 0.00231 | KS D-Max: 0.00742 | Dmix: 0.010408 | Digital Mix Speed: 2883.701 | Time: 4.81s

[21/343] Analyzing (a=15, b=13, c=12)...
  ✓ Samples: 4,267,188 | Chi-Sq Stat: 2382.0174 | Chi-Sq p-value: 0.0 | MAD: 0.00223 | KS D-Max: 0.00515 | Dmix: 0.010056 | Digital Mix Speed: 2973.158 | Time: 4.29s

[22/343] Analyzing (a=15, b=14, c=6)...
  ✓ Samples: 4,137,401 | Chi-Sq Stat: 31.0451 | Chi-Sq p-value: 0.00014 | MAD: 0.00023 | KS D-Max: 0.00105 | Dmix: 0.001053 | Digital Mix Speed: 28768.381 | Time: 4.21s

[23/343] Analyzing (a=15, b=14, c=7)...
  ✓ Samples: 4,137,272 | Chi-Sq Stat: 30.8685 | Chi-Sq p-value: 0.00015 | MAD: 0.00023 | KS D-Max: 0.00104 | Dmix: 0.001046 | Digital Mix Speed: 28768.322 | Time: 4.13s

[24/343] Analyzing (a=15, b=14, c=8)...
  ✓ Samples: 4,137,400 | Chi-Sq Stat: 31.1631 | Chi-Sq p-value: 0.00013 | MAD: 0.00023 | KS D-Max: 0.00105 | Dmix: 0.001054 | Digital Mix Speed: 28768.380 | Time: 4.07s

[25/343] Analyzing (a=15, b=14, c=9)...
  ✓ Samples: 4,137,399 | Chi-Sq Stat: 30.8767 | Chi-Sq p-value: 0.00015 | MAD: 0.00023 | KS D-Max: 0.00104 | Dmix: 0.001035 | Digital Mix Speed: 28768.380 | Time: 4.25s

[26/343] Analyzing (a=15, b=14, c=10)...
  ✓ Samples: 4,137,397 | Chi-Sq Stat: 30.1984 | Chi-Sq p-value: 0.00019 | MAD: 0.00023 | KS D-Max: 0.00104 | Dmix: 0.001037 | Digital Mix Speed: 28768.379 | Time: 4.12s

[27/343] Analyzing (a=15, b=14, c=11)...
  ✓ Samples: 4,137,395 | Chi-Sq Stat: 30.1091 | Chi-Sq p-value: 0.0002 | MAD: 0.00023 | KS D-Max: 0.00104 | Dmix: 0.001043 | Digital Mix Speed: 28768.378 | Time: 4.33s

[28/343] Analyzing (a=15, b=14, c=12)...
  ✓ Samples: 4,137,396 | Chi-Sq Stat: 30.0690 | Chi-Sq p-value: 0.00021 | MAD: 0.00023 | KS D-Max: 0.00105 | Dmix: 0.001052 | Digital Mix Speed: 28768.379 | Time: 4.15s

[29/343] Analyzing (a=15, b=15, c=6)...
  ✓ Samples: 4,028,587 | Chi-Sq Stat: 455.2122 | Chi-Sq p-value: 0.0 | MAD: 0.00101 | KS D-Max: 0.00352 | Dmix: 0.004535 | Digital Mix Speed: 6539.755 | Time: 4.01s

[30/343] Analyzing (a=15, b=15, c=7)...
  ✓ Samples: 4,028,587 | Chi-Sq Stat: 453.5645 | Chi-Sq p-value: 0.0 | MAD: 0.00101 | KS D-Max: 0.00351 | Dmix: 0.004529 | Digital Mix Speed: 6539.755 | Time: 3.99s

[31/343] Analyzing (a=15, b=15, c=8)...
  ✓ Samples: 4,028,587 | Chi-Sq Stat: 453.4611 | Chi-Sq p-value: 0.0 | MAD: 0.00101 | KS D-Max: 0.00351 | Dmix: 0.004528 | Digital Mix Speed: 6539.755 | Time: 4.07s

[32/343] Analyzing (a=15, b=15, c=9)...
  ✓ Samples: 4,028,587 | Chi-Sq Stat: 453.3539 | Chi-Sq p-value: 0.0 | MAD: 0.00101 | KS D-Max: 0.00351 | Dmix: 0.004527 | Digital Mix Speed: 6539.755 | Time: 4.21s

[33/343] Analyzing (a=15, b=15, c=10)...
  ✓ Samples: 4,028,586 | Chi-Sq Stat: 453.8120 | Chi-Sq p-value: 0.0 | MAD: 0.00101 | KS D-Max: 0.00351 | Dmix: 0.004529 | Digital Mix Speed: 6539.755 | Time: 4.02s

[34/343] Analyzing (a=15, b=15, c=11)...
  ✓ Samples: 4,028,586 | Chi-Sq Stat: 453.0349 | Chi-Sq p-value: 0.0 | MAD: 0.00101 | KS D-Max: 0.00351 | Dmix: 0.004527 | Digital Mix Speed: 6539.755 | Time: 4.18s

[35/343] Analyzing (a=15, b=15, c=12)...
  ✓ Samples: 4,028,586 | Chi-Sq Stat: 449.6787 | Chi-Sq p-value: 0.0 | MAD: 0.00100 | KS D-Max: 0.00351 | Dmix: 0.004515 | Digital Mix Speed: 6605.153 | Time: 4.04s

[36/343] Analyzing (a=15, b=16, c=6)...
  ✓ Samples: 3,974,989 | Chi-Sq Stat: 536.6512 | Chi-Sq p-value: 0.0 | MAD: 0.00112 | KS D-Max: 0.00184 | Dmix: 0.005034 | Digital Mix Speed: 5892.264 | Time: 3.99s

[37/343] Analyzing (a=15, b=16, c=7)...
  ✓ Samples: 4,521,833 | Chi-Sq Stat: 567.5542 | Chi-Sq p-value: 0.0 | MAD: 0.00096 | KS D-Max: 0.00412 | Dmix: 0.004311 | Digital Mix Speed: 6932.619 | Time: 4.86s

[38/343] Analyzing (a=15, b=16, c=8)...
  ✓ Samples: 4,520,856 | Chi-Sq Stat: 526.1795 | Chi-Sq p-value: 0.0 | MAD: 0.00097 | KS D-Max: 0.00397 | Dmix: 0.004360 | Digital Mix Speed: 6861.052 | Time: 4.66s

[39/343] Analyzing (a=15, b=16, c=9)...
  ✓ Samples: 3,975,006 | Chi-Sq Stat: 534.1700 | Chi-Sq p-value: 0.0 | MAD: 0.00111 | KS D-Max: 0.00183 | Dmix: 0.005016 | Digital Mix Speed: 5945.349 | Time: 4.10s

[40/343] Analyzing (a=15, b=16, c=10)...
  ✓ Samples: 3,950,311 | Chi-Sq Stat: 755.7342 | Chi-Sq p-value: 0.0 | MAD: 0.00134 | KS D-Max: 0.00204 | Dmix: 0.006045 | Digital Mix Speed: 4922.859 | Time: 4.03s

[41/343] Analyzing (a=15, b=16, c=11)...
  ✓ Samples: 4,522,027 | Chi-Sq Stat: 529.6844 | Chi-Sq p-value: 0.0 | MAD: 0.00093 | KS D-Max: 0.00397 | Dmix: 0.004206 | Digital Mix Speed: 7156.272 | Time: 5.01s

[42/343] Analyzing (a=15, b=16, c=12)...
  ✓ Samples: 3,974,993 | Chi-Sq Stat: 528.5417 | Chi-Sq p-value: 0.0 | MAD: 0.00111 | KS D-Max: 0.00180 | Dmix: 0.004984 | Digital Mix Speed: 5945.348 | Time: 4.01s

[43/343] Analyzing (a=15, b=17, c=6)...
  ✓ Samples: 3,873,580 | Chi-Sq Stat: 1400.9546 | Chi-Sq p-value: 0.0 | MAD: 0.00188 | KS D-Max: 0.00480 | Dmix: 0.008478 | Digital Mix Speed: 3504.315 | Time: 4.12s

[44/343] Analyzing (a=15, b=17, c=7)...
  ✓ Samples: 3,873,587 | Chi-Sq Stat: 1391.0302 | Chi-Sq p-value: 0.0 | MAD: 0.00188 | KS D-Max: 0.00476 | Dmix: 0.008456 | Digital Mix Speed: 3504.316 | Time: 3.84s

[45/343] Analyzing (a=15, b=17, c=8)...
  ✓ Samples: 3,873,590 | Chi-Sq Stat: 1399.8093 | Chi-Sq p-value: 0.0 | MAD: 0.00188 | KS D-Max: 0.00478 | Dmix: 0.008478 | Digital Mix Speed: 3504.316 | Time: 3.92s

[46/343] Analyzing (a=15, b=17, c=9)...
  ✓ Samples: 3,873,443 | Chi-Sq Stat: 1411.2662 | Chi-Sq p-value: 0.0 | MAD: 0.00189 | KS D-Max: 0.00481 | Dmix: 0.008509 | Digital Mix Speed: 3485.766 | Time: 4.05s

[47/343] Analyzing (a=15, b=17, c=10)...
  ✓ Samples: 3,853,342 | Chi-Sq Stat: 1531.8995 | Chi-Sq p-value: 0.0 | MAD: 0.00195 | KS D-Max: 0.00512 | Dmix: 0.008787 | Digital Mix Speed: 3377.353 | Time: 3.85s

[48/343] Analyzing (a=15, b=17, c=11)...
  ✓ Samples: 3,873,599 | Chi-Sq Stat: 1405.4682 | Chi-Sq p-value: 0.0 | MAD: 0.00188 | KS D-Max: 0.00480 | Dmix: 0.008467 | Digital Mix Speed: 3504.316 | Time: 3.97s

[49/343] Analyzing (a=15, b=17, c=12)...
  ✓ Samples: 3,873,578 | Chi-Sq Stat: 1410.5244 | Chi-Sq p-value: 0.0 | MAD: 0.00189 | KS D-Max: 0.00480 | Dmix: 0.008510 | Digital Mix Speed: 3485.774 | Time: 3.89s

[50/343] Analyzing (a=16, b=11, c=6)...
  ✓ Samples: 4,559,275 | Chi-Sq Stat: 3803.5711 | Chi-Sq p-value: 0.0 | MAD: 0.00277 | KS D-Max: 0.00836 | Dmix: 0.012459 | Digital Mix Speed: 2403.933 | Time: 4.66s

[51/343] Analyzing (a=16, b=11, c=7)...
  ✓ Samples: 4,634,186 | Chi-Sq Stat: 7146.2512 | Chi-Sq p-value: 0.0 | MAD: 0.00355 | KS D-Max: 0.01101 | Dmix: 0.015962 | Digital Mix Speed: 1877.739 | Time: 4.91s

[52/343] Analyzing (a=16, b=11, c=8)...
  ✓ Samples: 4,538,440 | Chi-Sq Stat: 4987.2993 | Chi-Sq p-value: 0.0 | MAD: 0.00322 | KS D-Max: 0.01157 | Dmix: 0.014488 | Digital Mix Speed: 2067.362 | Time: 4.64s

[53/343] Analyzing (a=16, b=11, c=9)...
  ✓ Samples: 4,633,901 | Chi-Sq Stat: 7095.3915 | Chi-Sq p-value: 0.0 | MAD: 0.00354 | KS D-Max: 0.01096 | Dmix: 0.015918 | Digital Mix Speed: 1883.036 | Time: 4.89s

[54/343] Analyzing (a=16, b=11, c=10)...
  ✓ Samples: 4,559,081 | Chi-Sq Stat: 3810.3592 | Chi-Sq p-value: 0.0 | MAD: 0.00277 | KS D-Max: 0.00836 | Dmix: 0.012472 | Digital Mix Speed: 2403.927 | Time: 4.68s

[55/343] Analyzing (a=16, b=11, c=11)...
  ✓ Samples: 4,634,312 | Chi-Sq Stat: 7048.2587 | Chi-Sq p-value: 0.0 | MAD: 0.00353 | KS D-Max: 0.01081 | Dmix: 0.015906 | Digital Mix Speed: 1888.381 | Time: 4.89s

[56/343] Analyzing (a=16, b=11, c=12)...
  ✓ Samples: 4,538,386 | Chi-Sq Stat: 4997.8065 | Chi-Sq p-value: 0.0 | MAD: 0.00322 | KS D-Max: 0.01156 | Dmix: 0.014500 | Digital Mix Speed: 2067.361 | Time: 4.73s

[57/343] Analyzing (a=16, b=12, c=6)...
  ✓ Samples: 4,365,789 | Chi-Sq Stat: 8509.0256 | Chi-Sq p-value: 0.0 | MAD: 0.00408 | KS D-Max: 0.01350 | Dmix: 0.018351 | Digital Mix Speed: 1627.466 | Time: 4.56s

[58/343] Analyzing (a=16, b=12, c=7)...
  ✓ Samples: 4,365,789 | Chi-Sq Stat: 8504.1605 | Chi-Sq p-value: 0.0 | MAD: 0.00408 | KS D-Max: 0.01350 | Dmix: 0.018345 | Digital Mix Speed: 1627.466 | Time: 4.45s

[59/343] Analyzing (a=16, b=12, c=8)...
  ✓ Samples: 4,411,053 | Chi-Sq Stat: 7447.6768 | Chi-Sq p-value: 0.0 | MAD: 0.00343 | KS D-Max: 0.01543 | Dmix: 0.015426 | Digital Mix Speed: 1937.184 | Time: 4.69s

[60/343] Analyzing (a=16, b=12, c=9)...
  ✓ Samples: 4,365,789 | Chi-Sq Stat: 8500.5505 | Chi-Sq p-value: 0.0 | MAD: 0.00408 | KS D-Max: 0.01350 | Dmix: 0.018347 | Digital Mix Speed: 1627.466 | Time: 4.50s

[61/343] Analyzing (a=16, b=12, c=10)...
  ✓ Samples: 4,365,789 | Chi-Sq Stat: 8501.0305 | Chi-Sq p-value: 0.0 | MAD: 0.00408 | KS D-Max: 0.01350 | Dmix: 0.018350 | Digital Mix Speed: 1627.466 | Time: 4.54s

[62/343] Analyzing (a=16, b=12, c=11)...
  ✓ Samples: 4,365,789 | Chi-Sq Stat: 8501.3321 | Chi-Sq p-value: 0.0 | MAD: 0.00408 | KS D-Max: 0.01350 | Dmix: 0.018349 | Digital Mix Speed: 1627.466 | Time: 4.42s

[63/343] Analyzing (a=16, b=12, c=12)...
  ✓ Samples: 4,410,609 | Chi-Sq Stat: 7428.6599 | Chi-Sq p-value: 0.0 | MAD: 0.00343 | KS D-Max: 0.01541 | Dmix: 0.015415 | Digital Mix Speed: 1937.172 | Time: 4.61s

[64/343] Analyzing (a=16, b=13, c=6)...
  ✓ Samples: 4,335,959 | Chi-Sq Stat: 2873.3324 | Chi-Sq p-value: 0.0 | MAD: 0.00249 | KS D-Max: 0.00589 | Dmix: 0.011192 | Digital Mix Speed: 2665.496 | Time: 4.46s

[65/343] Analyzing (a=16, b=13, c=7)...
  ✓ Samples: 4,893,679 | Chi-Sq Stat: 2823.2772 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00968 | Dmix: 0.009677 | Digital Mix Speed: 3111.458 | Time: 5.30s

[66/343] Analyzing (a=16, b=13, c=8)...
  ✓ Samples: 4,244,570 | Chi-Sq Stat: 1988.8973 | Chi-Sq p-value: 0.0 | MAD: 0.00197 | KS D-Max: 0.00484 | Dmix: 0.008849 | Digital Mix Speed: 3364.383 | Time: 4.34s

[67/343] Analyzing (a=16, b=13, c=9)...
  ✓ Samples: 4,892,871 | Chi-Sq Stat: 2732.8434 | Chi-Sq p-value: 0.0 | MAD: 0.00211 | KS D-Max: 0.00948 | Dmix: 0.009477 | Digital Mix Speed: 3170.409 | Time: 5.41s

[68/343] Analyzing (a=16, b=13, c=10)...
  ✓ Samples: 4,336,132 | Chi-Sq Stat: 2880.9965 | Chi-Sq p-value: 0.0 | MAD: 0.00248 | KS D-Max: 0.00587 | Dmix: 0.011176 | Digital Mix Speed: 2676.251 | Time: 4.47s

[69/343] Analyzing (a=16, b=13, c=11)...
  ✓ Samples: 4,894,864 | Chi-Sq Stat: 2730.5525 | Chi-Sq p-value: 0.0 | MAD: 0.00211 | KS D-Max: 0.00948 | Dmix: 0.009483 | Digital Mix Speed: 3170.493 | Time: 5.36s

[70/343] Analyzing (a=16, b=13, c=12)...
  ✓ Samples: 4,264,492 | Chi-Sq Stat: 2331.8338 | Chi-Sq p-value: 0.0 | MAD: 0.00221 | KS D-Max: 0.00498 | Dmix: 0.009954 | Digital Mix Speed: 2999.940 | Time: 4.36s

[71/343] Analyzing (a=16, b=14, c=6)...
  ✓ Samples: 4,145,173 | Chi-Sq Stat: 46.7107 | Chi-Sq p-value: 0.0 | MAD: 0.00031 | KS D-Max: 0.00138 | Dmix: 0.001383 | Digital Mix Speed: 21346.912 | Time: 4.10s

[72/343] Analyzing (a=16, b=14, c=7)...
  ✓ Samples: 4,128,629 | Chi-Sq Stat: 15.2004 | Chi-Sq p-value: 0.05536 | MAD: 0.00015 | KS D-Max: 0.00048 | Dmix: 0.000657 | Digital Mix Speed: 44105.372 | Time: 4.29s

[73/343] Analyzing (a=16, b=14, c=8)...
  ✓ Samples: 5,487,637 | Chi-Sq Stat: 2307.3784 | Chi-Sq p-value: 0.0 | MAD: 0.00206 | KS D-Max: 0.00489 | Dmix: 0.009283 | Digital Mix Speed: 3271.546 | Time: 6.10s

[74/343] Analyzing (a=16, b=14, c=9)...
  ✓ Samples: 4,128,629 | Chi-Sq Stat: 14.7635 | Chi-Sq p-value: 0.06391 | MAD: 0.00014 | KS D-Max: 0.00048 | Dmix: 0.000647 | Digital Mix Speed: 47255.756 | Time: 4.28s

[75/343] Analyzing (a=16, b=14, c=10)...
  ✓ Samples: 4,145,184 | Chi-Sq Stat: 46.3088 | Chi-Sq p-value: 0.0 | MAD: 0.00031 | KS D-Max: 0.00138 | Dmix: 0.001376 | Digital Mix Speed: 21346.916 | Time: 4.21s

[76/343] Analyzing (a=16, b=14, c=11)...
  ✓ Samples: 4,128,629 | Chi-Sq Stat: 14.6176 | Chi-Sq p-value: 0.06702 | MAD: 0.00014 | KS D-Max: 0.00048 | Dmix: 0.000649 | Digital Mix Speed: 47255.756 | Time: 4.26s

[77/343] Analyzing (a=16, b=14, c=12)...
  ✓ Samples: 4,200,799 | Chi-Sq Stat: 406.3683 | Chi-Sq p-value: 0.0 | MAD: 0.00073 | KS D-Max: 0.00330 | Dmix: 0.003297 | Digital Mix Speed: 9073.057 | Time: 4.22s

[78/343] Analyzing (a=16, b=15, c=6)...
  ✓ Samples: 4,034,962 | Chi-Sq Stat: 398.4806 | Chi-Sq p-value: 0.0 | MAD: 0.00097 | KS D-Max: 0.00364 | Dmix: 0.004377 | Digital Mix Speed: 6810.144 | Time: 4.20s

[79/343] Analyzing (a=16, b=15, c=7)...
  ✓ Samples: 4,034,960 | Chi-Sq Stat: 397.3375 | Chi-Sq p-value: 0.0 | MAD: 0.00097 | KS D-Max: 0.00363 | Dmix: 0.004375 | Digital Mix Speed: 6810.144 | Time: 4.27s

[80/343] Analyzing (a=16, b=15, c=8)...
  ✓ Samples: 4,034,962 | Chi-Sq Stat: 393.5753 | Chi-Sq p-value: 0.0 | MAD: 0.00097 | KS D-Max: 0.00363 | Dmix: 0.004356 | Digital Mix Speed: 6810.144 | Time: 4.16s

[81/343] Analyzing (a=16, b=15, c=9)...
  ✓ Samples: 4,034,959 | Chi-Sq Stat: 396.3000 | Chi-Sq p-value: 0.0 | MAD: 0.00097 | KS D-Max: 0.00364 | Dmix: 0.004367 | Digital Mix Speed: 6810.143 | Time: 4.24s

[82/343] Analyzing (a=16, b=15, c=10)...
  ✓ Samples: 4,034,917 | Chi-Sq Stat: 397.9853 | Chi-Sq p-value: 0.0 | MAD: 0.00097 | KS D-Max: 0.00364 | Dmix: 0.004373 | Digital Mix Speed: 6810.139 | Time: 4.10s

[83/343] Analyzing (a=16, b=15, c=11)...
  ✓ Samples: 4,034,957 | Chi-Sq Stat: 396.2177 | Chi-Sq p-value: 0.0 | MAD: 0.00097 | KS D-Max: 0.00363 | Dmix: 0.004368 | Digital Mix Speed: 6810.143 | Time: 4.20s

[84/343] Analyzing (a=16, b=15, c=12)...
  ✓ Samples: 4,034,967 | Chi-Sq Stat: 393.5180 | Chi-Sq p-value: 0.0 | MAD: 0.00097 | KS D-Max: 0.00363 | Dmix: 0.004358 | Digital Mix Speed: 6810.144 | Time: 4.11s

[85/343] Analyzing (a=16, b=16, c=6)...
  ✓ Samples: 3,931,792 | Chi-Sq Stat: 953.2340 | Chi-Sq p-value: 0.0 | MAD: 0.00142 | KS D-Max: 0.00218 | Dmix: 0.006368 | Digital Mix Speed: 4644.078 | Time: 4.10s

[86/343] Analyzing (a=16, b=16, c=7)...
  ✓ Samples: 3,931,789 | Chi-Sq Stat: 950.6761 | Chi-Sq p-value: 0.0 | MAD: 0.00141 | KS D-Max: 0.00218 | Dmix: 0.006356 | Digital Mix Speed: 4677.014 | Time: 4.00s

[87/343] Analyzing (a=16, b=16, c=8)...
  ✓ Samples: 3,931,789 | Chi-Sq Stat: 950.8868 | Chi-Sq p-value: 0.0 | MAD: 0.00141 | KS D-Max: 0.00218 | Dmix: 0.006357 | Digital Mix Speed: 4677.014 | Time: 3.81s

[88/343] Analyzing (a=16, b=16, c=9)...
  ✓ Samples: 3,931,789 | Chi-Sq Stat: 951.9514 | Chi-Sq p-value: 0.0 | MAD: 0.00141 | KS D-Max: 0.00218 | Dmix: 0.006359 | Digital Mix Speed: 4677.014 | Time: 4.07s

[89/343] Analyzing (a=16, b=16, c=10)...
  ✓ Samples: 3,931,789 | Chi-Sq Stat: 949.1316 | Chi-Sq p-value: 0.0 | MAD: 0.00141 | KS D-Max: 0.00218 | Dmix: 0.006353 | Digital Mix Speed: 4677.014 | Time: 3.97s

[90/343] Analyzing (a=16, b=16, c=11)...
  ✓ Samples: 3,931,789 | Chi-Sq Stat: 950.4217 | Chi-Sq p-value: 0.0 | MAD: 0.00141 | KS D-Max: 0.00218 | Dmix: 0.006359 | Digital Mix Speed: 4677.014 | Time: 4.06s

[91/343] Analyzing (a=16, b=16, c=12)...
  ✓ Samples: 3,931,787 | Chi-Sq Stat: 947.8955 | Chi-Sq p-value: 0.0 | MAD: 0.00141 | KS D-Max: 0.00218 | Dmix: 0.006351 | Digital Mix Speed: 4677.014 | Time: 3.97s

[92/343] Analyzing (a=16, b=17, c=6)...
  ✓ Samples: 3,936,227 | Chi-Sq Stat: 1197.4119 | Chi-Sq p-value: 0.0 | MAD: 0.00174 | KS D-Max: 0.00460 | Dmix: 0.007842 | Digital Mix Speed: 3790.276 | Time: 4.00s

[93/343] Analyzing (a=16, b=17, c=7)...
  ✓ Samples: 4,367,983 | Chi-Sq Stat: 629.3006 | Chi-Sq p-value: 0.0 | MAD: 0.00090 | KS D-Max: 0.00318 | Dmix: 0.004063 | Digital Mix Speed: 7378.090 | Time: 4.68s

[94/343] Analyzing (a=16, b=17, c=8)...
  ✓ Samples: 3,852,078 | Chi-Sq Stat: 1518.4292 | Chi-Sq p-value: 0.0 | MAD: 0.00196 | KS D-Max: 0.00513 | Dmix: 0.008805 | Digital Mix Speed: 3360.049 | Time: 3.92s

[95/343] Analyzing (a=16, b=17, c=9)...
  ✓ Samples: 4,369,168 | Chi-Sq Stat: 625.4198 | Chi-Sq p-value: 0.0 | MAD: 0.00091 | KS D-Max: 0.00314 | Dmix: 0.004094 | Digital Mix Speed: 7297.141 | Time: 4.70s

[96/343] Analyzing (a=16, b=17, c=10)...
  ✓ Samples: 3,936,199 | Chi-Sq Stat: 1197.4900 | Chi-Sq p-value: 0.0 | MAD: 0.00175 | KS D-Max: 0.00464 | Dmix: 0.007877 | Digital Mix Speed: 3768.615 | Time: 3.92s

[97/343] Analyzing (a=16, b=17, c=11)...
  ✓ Samples: 4,367,889 | Chi-Sq Stat: 621.4184 | Chi-Sq p-value: 0.0 | MAD: 0.00092 | KS D-Max: 0.00316 | Dmix: 0.004150 | Digital Mix Speed: 7217.687 | Time: 4.65s

[98/343] Analyzing (a=16, b=17, c=12)...
