Added 0 trivial states as holes

=== SWISS CHEESE CUBE SCAN ===
Cube center: (25, 17, 15)
  ✓ Samples: 4,125,573 | Chi-Sq Stat: 11.3155 | Chi-Sq p-value: 0.18445 | MAD: 0.00012 | KS D-Max: 0.00034 | Dmix: 0.000527 | Digital Mix Speed: 55129.036 | Time: 4.10s

[18/729] Analyzing (a=21, b=14, c=19)...
  ✓ Samples: 4,125,573 | Chi-Sq Stat: 11.3970 | Chi-Sq p-value: 0.1802 | MAD: 0.00012 | KS D-Max: 0.00034 | Dmix: 0.000531 | Digital Mix Speed: 55129.036 | Time: 4.22s

[19/729] Analyzing (a=21, b=15, c=11)...
  ✓ Samples: 4,024,640 | Chi-Sq Stat: 397.2644 | Chi-Sq p-value: 0.0 | MAD: 0.00092 | KS D-Max: 0.00297 | Dmix: 0.004124 | Digital Mix Speed: 7179.051 | Time: 4.11s

[20/729] Analyzing (a=21, b=15, c=12)...
  ✓ Samples: 5,569,626 | Chi-Sq Stat: 972.1143 | Chi-Sq p-value: 0.0 | MAD: 0.00119 | KS D-Max: 0.00533 | Dmix: 0.005334 | Digital Mix Speed: 5668.761 | Time: 6.20s

[21/729] Analyzing (a=21, b=15, c=13)...
  ✓ Samples: 4,024,640 | Chi-Sq Stat: 394.8807 | Chi-Sq p-value: 0.0 | MAD: 0.00091 | KS D-Max: 0.00297 | Dmix: 0.004115 | Digital Mix Speed: 7257.942 | Time: 4.04s

[22/729] Analyzing (a=21, b=15, c=14)...
  ✓ Samples: 4,024,640 | Chi-Sq Stat: 395.3503 | Chi-Sq p-value: 0.0 | MAD: 0.00091 | KS D-Max: 0.00297 | Dmix: 0.004117 | Digital Mix Speed: 7257.942 | Time: 4.08s

[23/729] Analyzing (a=21, b=15, c=15)...
  ✓ Samples: 5,571,261 | Chi-Sq Stat: 977.5878 | Chi-Sq p-value: 0.0 | MAD: 0.00118 | KS D-Max: 0.00530 | Dmix: 0.005304 | Digital Mix Speed: 5716.910 | Time: 6.10s

[24/729] Analyzing (a=21, b=15, c=16)...
  ✓ Samples: 4,024,636 | Chi-Sq Stat: 400.4877 | Chi-Sq p-value: 0.0 | MAD: 0.00092 | KS D-Max: 0.00298 | Dmix: 0.004134 | Digital Mix Speed: 7179.051 | Time: 4.15s

[25/729] Analyzing (a=21, b=15, c=17)...
  ✓ Samples: 4,024,636 | Chi-Sq Stat: 400.0630 | Chi-Sq p-value: 0.0 | MAD: 0.00092 | KS D-Max: 0.00298 | Dmix: 0.004133 | Digital Mix Speed: 7179.051 | Time: 3.91s

[26/729] Analyzing (a=21, b=15, c=18)...
  ✓ Samples: 6,126,267 | Chi-Sq Stat: 819.7729 | Chi-Sq p-value: 0.0 | MAD: 0.00100 | KS D-Max: 0.00448 | Dmix: 0.004480 | Digital Mix Speed: 6787.196 | Time: 7.14s

[27/729] Analyzing (a=21, b=15, c=19)...
  ✓ Samples: 4,024,633 | Chi-Sq Stat: 399.1062 | Chi-Sq p-value: 0.0 | MAD: 0.00092 | KS D-Max: 0.00297 | Dmix: 0.004130 | Digital Mix Speed: 7179.050 | Time: 4.00s

[28/729] Analyzing (a=21, b=16, c=11)...
  ✓ Samples: 3,941,180 | Chi-Sq Stat: 678.7536 | Chi-Sq p-value: 0.0 | MAD: 0.00125 | KS D-Max: 0.00202 | Dmix: 0.005638 | Digital Mix Speed: 5276.501 | Time: 3.96s

[29/729] Analyzing (a=21, b=16, c=12)...
  ✓ Samples: 3,941,178 | Chi-Sq Stat: 673.4389 | Chi-Sq p-value: 0.0 | MAD: 0.00125 | KS D-Max: 0.00200 | Dmix: 0.005613 | Digital Mix Speed: 5276.501 | Time: 3.95s

[30/729] Analyzing (a=21, b=16, c=13)...
  ✓ Samples: 3,941,115 | Chi-Sq Stat: 673.8448 | Chi-Sq p-value: 0.0 | MAD: 0.00125 | KS D-Max: 0.00200 | Dmix: 0.005613 | Digital Mix Speed: 5276.495 | Time: 3.92s

[31/729] Analyzing (a=21, b=16, c=14)...
  ✓ Samples: 3,941,185 | Chi-Sq Stat: 687.1480 | Chi-Sq p-value: 0.0 | MAD: 0.00126 | KS D-Max: 0.00202 | Dmix: 0.005667 | Digital Mix Speed: 5234.624 | Time: 4.09s

[32/729] Analyzing (a=21, b=16, c=15)...
  ✓ Samples: 3,941,007 | Chi-Sq Stat: 676.6122 | Chi-Sq p-value: 0.0 | MAD: 0.00125 | KS D-Max: 0.00199 | Dmix: 0.005612 | Digital Mix Speed: 5276.486 | Time: 3.96s

[33/729] Analyzing (a=21, b=16, c=16)...
  ✓ Samples: 3,941,164 | Chi-Sq Stat: 676.7506 | Chi-Sq p-value: 0.0 | MAD: 0.00125 | KS D-Max: 0.00200 | Dmix: 0.005621 | Digital Mix Speed: 5276.500 | Time: 4.06s

[34/729] Analyzing (a=21, b=16, c=17)...
  ✓ Samples: 3,941,135 | Chi-Sq Stat: 672.6662 | Chi-Sq p-value: 0.0 | MAD: 0.00125 | KS D-Max: 0.00200 | Dmix: 0.005613 | Digital Mix Speed: 5276.497 | Time: 4.04s

[35/729] Analyzing (a=21, b=16, c=18)...
  ✓ Samples: 3,941,174 | Chi-Sq Stat: 678.2485 | Chi-Sq p-value: 0.0 | MAD: 0.00125 | KS D-Max: 0.00201 | Dmix: 0.005629 | Digital Mix Speed: 5276.500 | Time: 4.03s

[36/729] Analyzing (a=21, b=16, c=19)...
  ✓ Samples: 3,941,172 | Chi-Sq Stat: 683.0858 | Chi-Sq p-value: 0.0 | MAD: 0.00126 | KS D-Max: 0.00202 | Dmix: 0.005650 | Digital Mix Speed: 5234.623 | Time: 3.90s

[37/729] Analyzing (a=21, b=17, c=11)...
  ✓ Samples: 3,879,707 | Chi-Sq Stat: 1532.2054 | Chi-Sq p-value: 0.0 | MAD: 0.00201 | KS D-Max: 0.00527 | Dmix: 0.009027 | Digital Mix Speed: 3278.009 | Time: 3.96s

[38/729] Analyzing (a=21, b=17, c=12)...
  ✓ Samples: 3,879,584 | Chi-Sq Stat: 1530.3357 | Chi-Sq p-value: 0.0 | MAD: 0.00200 | KS D-Max: 0.00528 | Dmix: 0.009022 | Digital Mix Speed: 3294.393 | Time: 4.03s

[39/729] Analyzing (a=21, b=17, c=13)...
  ✓ Samples: 3,879,624 | Chi-Sq Stat: 1551.9034 | Chi-Sq p-value: 0.0 | MAD: 0.00201 | KS D-Max: 0.00529 | Dmix: 0.009064 | Digital Mix Speed: 3278.005 | Time: 3.89s

[40/729] Analyzing (a=21, b=17, c=14)...
  ✓ Samples: 3,847,753 | Chi-Sq Stat: 1623.7156 | Chi-Sq p-value: 0.0 | MAD: 0.00201 | KS D-Max: 0.00517 | Dmix: 0.009058 | Digital Mix Speed: 3276.222 | Time: 3.94s

[41/729] Analyzing (a=21, b=17, c=15)...
  ✓ Samples: 3,879,745 | Chi-Sq Stat: 1569.3029 | Chi-Sq p-value: 0.0 | MAD: 0.00202 | KS D-Max: 0.00533 | Dmix: 0.009094 | Digital Mix Speed: 3261.784 | Time: 3.92s

[42/729] Analyzing (a=21, b=17, c=16)...
  ✓ Samples: 3,879,366 | Chi-Sq Stat: 1544.9947 | Chi-Sq p-value: 0.0 | MAD: 0.00201 | KS D-Max: 0.00531 | Dmix: 0.009066 | Digital Mix Speed: 3277.990 | Time: 3.91s

[43/729] Analyzing (a=21, b=17, c=17)...
  ✓ Samples: 3,879,726 | Chi-Sq Stat: 1569.3962 | Chi-Sq p-value: 0.0 | MAD: 0.00202 | KS D-Max: 0.00532 | Dmix: 0.009106 | Digital Mix Speed: 3261.783 | Time: 4.04s

[44/729] Analyzing (a=21, b=17, c=18)...
  ✓ Samples: 3,879,673 | Chi-Sq Stat: 1548.0032 | Chi-Sq p-value: 0.0 | MAD: 0.00202 | KS D-Max: 0.00531 | Dmix: 0.009075 | Digital Mix Speed: 3261.780 | Time: 3.86s

[45/729] Analyzing (a=21, b=17, c=19)...
  ✓ Samples: 3,879,695 | Chi-Sq Stat: 1551.5520 | Chi-Sq p-value: 0.0 | MAD: 0.00202 | KS D-Max: 0.00532 | Dmix: 0.009102 | Digital Mix Speed: 3261.781 | Time: 4.07s

[46/729] Analyzing (a=21, b=18, c=11)...
  ✓ Samples: 3,778,789 | Chi-Sq Stat: 4227.1282 | Chi-Sq p-value: 0.0 | MAD: 0.00322 | KS D-Max: 0.00726 | Dmix: 0.014476 | Digital Mix Speed: 2042.656 | Time: 3.92s

[47/729] Analyzing (a=21, b=18, c=12)...
  ✓ Samples: 3,856,416 | Chi-Sq Stat: 2783.1724 | Chi-Sq p-value: 0.0 | MAD: 0.00250 | KS D-Max: 0.00805 | Dmix: 0.011268 | Digital Mix Speed: 2634.474 | Time: 3.80s

[48/729] Analyzing (a=21, b=18, c=13)...
  ✓ Samples: 3,778,788 | Chi-Sq Stat: 4230.3224 | Chi-Sq p-value: 0.0 | MAD: 0.00322 | KS D-Max: 0.00727 | Dmix: 0.014480 | Digital Mix Speed: 2042.656 | Time: 3.91s

[49/729] Analyzing (a=21, b=18, c=14)...
  ✓ Samples: 3,778,788 | Chi-Sq Stat: 4233.0971 | Chi-Sq p-value: 0.0 | MAD: 0.00322 | KS D-Max: 0.00727 | Dmix: 0.014487 | Digital Mix Speed: 2042.656 | Time: 3.79s

[50/729] Analyzing (a=21, b=18, c=15)...
  ✓ Samples: 3,856,397 | Chi-Sq Stat: 2803.5498 | Chi-Sq p-value: 0.0 | MAD: 0.00252 | KS D-Max: 0.00808 | Dmix: 0.011323 | Digital Mix Speed: 2613.564 | Time: 3.97s

[51/729] Analyzing (a=21, b=18, c=16)...
  ✓ Samples: 3,778,788 | Chi-Sq Stat: 4226.2147 | Chi-Sq p-value: 0.0 | MAD: 0.00322 | KS D-Max: 0.00727 | Dmix: 0.014472 | Digital Mix Speed: 2042.656 | Time: 3.77s

[52/729] Analyzing (a=21, b=18, c=17)...
  ✓ Samples: 3,778,788 | Chi-Sq Stat: 4225.4645 | Chi-Sq p-value: 0.0 | MAD: 0.00322 | KS D-Max: 0.00727 | Dmix: 0.014472 | Digital Mix Speed: 2042.656 | Time: 3.80s

[53/729] Analyzing (a=21, b=18, c=18)...
  ✓ Samples: 3,855,779 | Chi-Sq Stat: 2903.9265 | Chi-Sq p-value: 0.0 | MAD: 0.00254 | KS D-Max: 0.00827 | Dmix: 0.011451 | Digital Mix Speed: 2592.958 | Time: 4.00s

[54/729] Analyzing (a=21, b=18, c=19)...
  ✓ Samples: 3,778,784 | Chi-Sq Stat: 4231.8079 | Chi-Sq p-value: 0.0 | MAD: 0.00322 | KS D-Max: 0.00727 | Dmix: 0.014488 | Digital Mix Speed: 2042.656 | Time: 3.80s

[55/729] Analyzing (a=21, b=19, c=11)...
  ✓ Samples: 3,755,059 | Chi-Sq Stat: 1064.5523 | Chi-Sq p-value: 0.0 | MAD: 0.00169 | KS D-Max: 0.00758 | Dmix: 0.007583 | Digital Mix Speed: 3890.306 | Time: 3.69s

[56/729] Analyzing (a=21, b=19, c=12)...
  ✓ Samples: 3,754,516 | Chi-Sq Stat: 1068.9717 | Chi-Sq p-value: 0.0 | MAD: 0.00169 | KS D-Max: 0.00759 | Dmix: 0.007594 | Digital Mix Speed: 3890.269 | Time: 3.89s

[57/729] Analyzing (a=21, b=19, c=13)...
  ✓ Samples: 3,754,984 | Chi-Sq Stat: 1055.7085 | Chi-Sq p-value: 0.0 | MAD: 0.00168 | KS D-Max: 0.00756 | Dmix: 0.007555 | Digital Mix Speed: 3913.457 | Time: 3.81s

[58/729] Analyzing (a=21, b=19, c=14)...
  ✓ Samples: 3,731,231 | Chi-Sq Stat: 1090.4578 | Chi-Sq p-value: 0.0 | MAD: 0.00172 | KS D-Max: 0.00774 | Dmix: 0.007742 | Digital Mix Speed: 3820.844 | Time: 3.72s

[59/729] Analyzing (a=21, b=19, c=15)...
  ✓ Samples: 3,755,001 | Chi-Sq Stat: 1070.9824 | Chi-Sq p-value: 0.0 | MAD: 0.00169 | KS D-Max: 0.00759 | Dmix: 0.007589 | Digital Mix Speed: 3890.302 | Time: 3.84s

[60/729] Analyzing (a=21, b=19, c=16)...
  ✓ Samples: 3,754,509 | Chi-Sq Stat: 1064.3754 | Chi-Sq p-value: 0.0 | MAD: 0.00168 | KS D-Max: 0.00756 | Dmix: 0.007560 | Digital Mix Speed: 3913.424 | Time: 3.81s

[61/729] Analyzing (a=21, b=19, c=17)...
  ✓ Samples: 3,754,896 | Chi-Sq Stat: 1063.3551 | Chi-Sq p-value: 0.0 | MAD: 0.00168 | KS D-Max: 0.00756 | Dmix: 0.007557 | Digital Mix Speed: 3913.451 | Time: 4.09s

[62/729] Analyzing (a=21, b=19, c=18)...
  ✓ Samples: 3,754,788 | Chi-Sq Stat: 1059.7638 | Chi-Sq p-value: 0.0 | MAD: 0.00168 | KS D-Max: 0.00756 | Dmix: 0.007562 | Digital Mix Speed: 3913.444 | Time: 3.70s

[63/729] Analyzing (a=21, b=19, c=19)...
  ✓ Samples: 3,754,885 | Chi-Sq Stat: 1062.8997 | Chi-Sq p-value: 0.0 | MAD: 0.00167 | KS D-Max: 0.00753 | Dmix: 0.007534 | Digital Mix Speed: 3936.884 | Time: 3.85s

[64/729] Analyzing (a=21, b=20, c=11)...
  ✓ Samples: 3,645,920 | Chi-Sq Stat: 1970.6889 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00531 | Dmix: 0.009662 | Digital Mix Speed: 3052.003 | Time: 3.70s

[65/729] Analyzing (a=21, b=20, c=12)...
  ✓ Samples: 3,645,919 | Chi-Sq Stat: 1968.7791 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00531 | Dmix: 0.009654 | Digital Mix Speed: 3052.003 | Time: 3.61s

[66/729] Analyzing (a=21, b=20, c=13)...
  ✓ Samples: 3,645,909 | Chi-Sq Stat: 1968.4903 | Chi-Sq p-value: 0.0 | MAD: 0.00214 | KS D-Max: 0.00530 | Dmix: 0.009649 | Digital Mix Speed: 3066.264 | Time: 3.79s

[67/729] Analyzing (a=21, b=20, c=14)...
  ✓ Samples: 3,645,909 | Chi-Sq Stat: 1970.1046 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00531 | Dmix: 0.009655 | Digital Mix Speed: 3052.003 | Time: 3.60s

[68/729] Analyzing (a=21, b=20, c=15)...
  ✓ Samples: 3,645,903 | Chi-Sq Stat: 1984.8110 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00532 | Dmix: 0.009679 | Digital Mix Speed: 3052.002 | Time: 3.65s

[69/729] Analyzing (a=21, b=20, c=16)...
  ✓ Samples: 3,645,899 | Chi-Sq Stat: 1979.0953 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00531 | Dmix: 0.009669 | Digital Mix Speed: 3052.002 | Time: 3.71s

[70/729] Analyzing (a=21, b=20, c=17)...
  ✓ Samples: 3,645,898 | Chi-Sq Stat: 1988.9381 | Chi-Sq p-value: 0.0 | MAD: 0.00216 | KS D-Max: 0.00532 | Dmix: 0.009699 | Digital Mix Speed: 3037.872 | Time: 3.69s

[71/729] Analyzing (a=21, b=20, c=18)...
  ✓ Samples: 3,645,899 | Chi-Sq Stat: 1985.9936 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00532 | Dmix: 0.009695 | Digital Mix Speed: 3052.002 | Time: 3.76s

[72/729] Analyzing (a=21, b=20, c=19)...
  ✓ Samples: 3,645,899 | Chi-Sq Stat: 1987.6972 | Chi-Sq p-value: 0.0 | MAD: 0.00216 | KS D-Max: 0.00532 | Dmix: 0.009700 | Digital Mix Speed: 3037.873 | Time: 3.60s

[73/729] Analyzing (a=21, b=21, c=11)...
  ✓ Samples: 3,615,373 | Chi-Sq Stat: 2654.9581 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00820 | Dmix: 0.009679 | Digital Mix Speed: 3050.304 | Time: 3.70s

[74/729] Analyzing (a=21, b=21, c=12)...
  ✓ Samples: 3,615,373 | Chi-Sq Stat: 2657.3286 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00820 | Dmix: 0.009680 | Digital Mix Speed: 3050.304 | Time: 3.79s

[75/729] Analyzing (a=21, b=21, c=13)...
  ✓ Samples: 3,615,373 | Chi-Sq Stat: 2657.5280 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00820 | Dmix: 0.009680 | Digital Mix Speed: 3050.304 | Time: 3.56s

[76/729] Analyzing (a=21, b=21, c=14)...
  ✓ Samples: 3,615,373 | Chi-Sq Stat: 2658.3089 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00820 | Dmix: 0.009681 | Digital Mix Speed: 3050.304 | Time: 3.61s

[77/729] Analyzing (a=21, b=21, c=15)...
  ✓ Samples: 3,615,373 | Chi-Sq Stat: 2657.5253 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00821 | Dmix: 0.009682 | Digital Mix Speed: 3050.304 | Time: 3.85s

[78/729] Analyzing (a=21, b=21, c=16)...
  ✓ Samples: 3,615,373 | Chi-Sq Stat: 2658.0310 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00821 | Dmix: 0.009683 | Digital Mix Speed: 3050.304 | Time: 3.56s

[79/729] Analyzing (a=21, b=21, c=17)...
  ✓ Samples: 3,615,373 | Chi-Sq Stat: 2658.6740 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00820 | Dmix: 0.009683 | Digital Mix Speed: 3050.304 | Time: 3.75s

[80/729] Analyzing (a=21, b=21, c=18)...
  ✓ Samples: 3,615,373 | Chi-Sq Stat: 2662.6127 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00821 | Dmix: 0.009688 | Digital Mix Speed: 3050.304 | Time: 3.64s

[81/729] Analyzing (a=21, b=21, c=19)...
  ✓ Samples: 3,615,373 | Chi-Sq Stat: 2661.5433 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00821 | Dmix: 0.009689 | Digital Mix Speed: 3050.304 | Time: 3.63s

[82/729] Analyzing (a=22, b=13, c=11)...
  ✓ Samples: 4,239,343 | Chi-Sq Stat: 1919.4138 | Chi-Sq p-value: 0.0 | MAD: 0.00194 | KS D-Max: 0.00487 | Dmix: 0.008728 | Digital Mix Speed: 3416.133 | Time: 4.42s

[83/729] Analyzing (a=22, b=13, c=12)...
  ✓ Samples: 4,328,972 | Chi-Sq Stat: 1991.0032 | Chi-Sq p-value: 0.0 | MAD: 0.00206 | KS D-Max: 0.00522 | Dmix: 0.009273 | Digital Mix Speed: 3221.546 | Time: 4.50s

[84/729] Analyzing (a=22, b=13, c=13)...
  ✓ Samples: 4,329,482 | Chi-Sq Stat: 1991.0527 | Chi-Sq p-value: 0.0 | MAD: 0.00205 | KS D-Max: 0.00521 | Dmix: 0.009229 | Digital Mix Speed: 3237.286 | Time: 4.55s

[85/729] Analyzing (a=22, b=13, c=14)...
  ✓ Samples: 4,328,301 | Chi-Sq Stat: 1985.6579 | Chi-Sq p-value: 0.0 | MAD: 0.00205 | KS D-Max: 0.00520 | Dmix: 0.009245 | Digital Mix Speed: 3237.228 | Time: 4.53s

[86/729] Analyzing (a=22, b=13, c=15)...
  ✓ Samples: 4,328,767 | Chi-Sq Stat: 1989.8113 | Chi-Sq p-value: 0.0 | MAD: 0.00206 | KS D-Max: 0.00524 | Dmix: 0.009260 | Digital Mix Speed: 3221.536 | Time: 4.62s

[87/729] Analyzing (a=22, b=13, c=16)...
  ✓ Samples: 4,328,526 | Chi-Sq Stat: 2001.4876 | Chi-Sq p-value: 0.0 | MAD: 0.00206 | KS D-Max: 0.00525 | Dmix: 0.009260 | Digital Mix Speed: 3221.524 | Time: 4.45s

[88/729] Analyzing (a=22, b=13, c=17)...
  ✓ Samples: 4,328,471 | Chi-Sq Stat: 1987.5201 | Chi-Sq p-value: 0.0 | MAD: 0.00205 | KS D-Max: 0.00521 | Dmix: 0.009241 | Digital Mix Speed: 3237.236 | Time: 4.40s

[89/729] Analyzing (a=22, b=13, c=18)...
  ✓ Samples: 4,328,288 | Chi-Sq Stat: 1996.4287 | Chi-Sq p-value: 0.0 | MAD: 0.00205 | KS D-Max: 0.00525 | Dmix: 0.009243 | Digital Mix Speed: 3237.227 | Time: 4.55s

[90/729] Analyzing (a=22, b=13, c=19)...
  ✓ Samples: 4,328,434 | Chi-Sq Stat: 2003.5186 | Chi-Sq p-value: 0.0 | MAD: 0.00206 | KS D-Max: 0.00524 | Dmix: 0.009262 | Digital Mix Speed: 3221.520 | Time: 4.58s

[91/729] Analyzing (a=22, b=14, c=11)...
  ✓ Samples: 4,125,144 | Chi-Sq Stat: 10.7625 | Chi-Sq p-value: 0.21552 | MAD: 0.00012 | KS D-Max: 0.00035 | Dmix: 0.000555 | Digital Mix Speed: 55128.659 | Time: 4.37s

[92/729] Analyzing (a=22, b=14, c=12)...
  ✓ Samples: 4,213,999 | Chi-Sq Stat: 718.7123 | Chi-Sq p-value: 0.0 | MAD: 0.00126 | KS D-Max: 0.00372 | Dmix: 0.005673 | Digital Mix Speed: 5257.694 | Time: 4.36s

[93/729] Analyzing (a=22, b=14, c=13)...
  ✓ Samples: 4,125,140 | Chi-Sq Stat: 10.7097 | Chi-Sq p-value: 0.2187 | MAD: 0.00012 | KS D-Max: 0.00034 | Dmix: 0.000554 | Digital Mix Speed: 55128.656 | Time: 4.51s

[94/729] Analyzing (a=22, b=14, c=14)...
  ✓ Samples: 4,214,103 | Chi-Sq Stat: 673.5676 | Chi-Sq p-value: 0.0 | MAD: 0.00123 | KS D-Max: 0.00343 | Dmix: 0.005516 | Digital Mix Speed: 5385.939 | Time: 4.37s

[95/729] Analyzing (a=22, b=14, c=15)...
  ✓ Samples: 4,125,140 | Chi-Sq Stat: 10.9789 | Chi-Sq p-value: 0.2029 | MAD: 0.00012 | KS D-Max: 0.00035 | Dmix: 0.000561 | Digital Mix Speed: 55128.656 | Time: 4.30s

[96/729] Analyzing (a=22, b=14, c=16)...
  ✓ Samples: 4,213,666 | Chi-Sq Stat: 700.1899 | Chi-Sq p-value: 0.0 | MAD: 0.00124 | KS D-Max: 0.00362 | Dmix: 0.005579 | Digital Mix Speed: 5342.468 | Time: 4.34s

[97/729] Analyzing (a=22, b=14, c=17)...
  ✓ Samples: 4,125,136 | Chi-Sq Stat: 10.9090 | Chi-Sq p-value: 0.20691 | MAD: 0.00012 | KS D-Max: 0.00035 | Dmix: 0.000556 | Digital Mix Speed: 55128.652 | Time: 4.19s

[98/729] Analyzing (a=22, b=14, c=18)...
